aX,aY,aZ,gX,gY,gZ
-2.263,-0.796,-0.236,-13.672,-18.250,86.487
-2.222,-0.770,-0.132,-10.559,-15.625,87.158
-2.215,-0.732,-0.066,-4.028,-17.334,88.867
-2.179,-0.723,-0.027,1.404,-21.057,85.510
-2.136,-0.729,-0.010,1.404,-22.766,76.294
-2.080,-0.742,-0.002,-3.113,-25.391,61.279
-1.956,-0.766,-0.025,-6.592,-31.677,38.635
-1.778,-0.752,-0.077,-2.808,-38.940,13.733
-1.634,-0.703,-0.150,6.775,-44.006,-3.113
-1.470,-0.660,-0.160,17.639,-45.959,-11.597
-1.289,-0.571,-0.116,26.367,-44.128,-17.639
-1.072,-0.419,-0.015,31.311,-40.527,-23.804
-0.885,-0.196,0.057,29.663,-37.170,-28.076
-0.726,-0.030,0.087,23.193,-36.011,-31.982
-0.563,-0.003,0.085,14.648,-38.940,-38.940
-0.403,-0.087,0.068,10.803,-41.382,-46.570
-0.286,-0.155,0.032,13.977,-36.499,-53.772
-0.153,-0.103,0.091,22.583,-22.766,-65.796
-0.076,0.171,0.267,27.039,-1.465,-83.069
-0.091,0.564,0.421,14.832,16.418,-107.605
-0.065,0.852,0.554,-8.484,21.545,-140.259
0.006,0.844,0.568,-33.386,9.155,-168.701
0.163,0.684,0.480,-41.565,-12.268,-172.852
0.245,0.567,0.321,-16.235,-23.743,-133.301
0.252,0.516,0.208,38.330,-20.142,-60.486
0.229,0.543,0.169,97.229,-1.770,15.259
0.126,0.699,0.178,133.179,24.597,67.749
-0.019,0.863,0.239,137.756,50.964,86.426
-0.170,0.931,0.310,112.061,69.519,75.012
-0.302,0.857,0.344,72.021,73.792,46.753
-0.395,0.670,0.360,39.978,67.139,21.362
-0.495,0.438,0.347,22.888,53.894,14.526
-0.578,0.258,0.326,18.005,36.804,26.794
-0.643,0.145,0.279,21.362,18.616,45.776
-0.712,0.039,0.224,26.001,0.854,60.181
-0.731,-0.078,0.146,23.193,-13.611,63.416
-0.687,-0.196,0.067,14.709,-23.071,56.458
-0.668,-0.309,-0.007,6.653,-26.672,45.349
-0.678,-0.384,-0.051,-0.793,-26.794,31.555
-0.719,-0.376,-0.085,-7.996,-25.940,13.611
-0.749,-0.340,-0.102,-14.038,-25.757,-5.676
-0.733,-0.306,-0.117,-18.799,-26.611,-20.752
-0.699,-0.243,-0.144,-20.203,-26.978,-28.259
-0.671,-0.180,-0.173,-17.334,-27.039,-28.748
-0.656,-0.103,-0.194,-11.536,-25.940,-24.048
-0.690,-0.035,-0.205,-5.432,-22.583,-15.869
-0.722,0.001,-0.206,-1.099,-17.822,-8.362
-0.759,0.012,-0.202,1.038,-10.742,-2.869
-0.795,-0.012,-0.188,0.610,-3.662,-0.183
-0.830,-0.040,-0.169,-0.061,3.052,-1.404
-0.870,-0.055,-0.152,0.610,8.423,-4.456
-0.881,-0.068,-0.133,2.136,12.207,-7.812
-0.893,-0.048,-0.126,3.174,14.771,-9.277
-0.919,-0.047,-0.119,4.517,15.320,-7.080
-0.934,-0.060,-0.115,6.165,14.832,-4.333
-0.948,-0.063,-0.112,7.568,15.015,-1.831
-0.960,-0.051,-0.111,7.690,16.113,-0.610
-0.967,-0.040,-0.111,6.714,17.212,-1.831
-0.979,-0.036,-0.112,5.066,18.188,-3.845
-0.986,-0.040,-0.109,3.357,19.226,-5.066
-0.982,-0.042,-0.100,1.587,20.447,-5.432
-0.985,-0.054,-0.077,0.305,21.545,-4.456
-0.995,-0.067,-0.059,0.061,21.912,-3.479
-1.008,-0.075,-0.042,-0.244,21.851,-2.441
-1.012,-0.089,-0.030,-0.671,20.996,-1.831
-1.027,-0.098,-0.018,0.122,19.470,-0.488
-1.061,-0.100,0.002,2.014,17.822,0.916
-1.086,-0.074,0.027,2.869,16.724,0.916
-1.098,-0.041,0.038,1.160,15.686,-0.793
-1.099,-0.035,0.047,-1.648,13.245,-4.028
-1.089,-0.029,0.045,-5.432,10.071,-7.019
-1.074,-0.022,0.040,-8.911,7.202,-9.216
-1.062,-0.017,0.033,-11.047,5.493,-10.315
-1.052,-0.014,0.031,-12.390,4.517,-11.108
-1.045,-0.011,0.031,-13.000,3.784,-11.536
-1.042,-0.001,0.026,-12.268,2.441,-11.169
-1.036,-0.006,0.023,-10.315,0.732,-9.399
-1.027,-0.011,0.013,-7.935,-0.305,-5.249
-1.022,-0.025,0.003,-5.493,-1.099,-0.244
-1.012,-0.046,-0.009,-4.333,-1.526,3.113
-1.004,-0.068,-0.027,-4.700,-1.465,3.723
-0.997,-0.095,-0.036,-5.127,-0.427,2.747
0.799,-1.566,0.360,53.528,38.147,42.786
0.860,-1.491,0.371,77.332,53.345,16.052
0.892,-1.345,0.420,100.098,75.867,-6.287
0.876,-1.165,0.550,113.586,102.356,-27.893
0.790,-0.936,0.713,117.371,126.709,-52.429
0.598,-0.720,0.887,115.051,147.705,-78.552
0.389,-0.575,1.060,111.267,161.926,-106.873
0.216,-0.417,1.204,108.215,169.373,-132.629
-0.048,-0.225,1.261,106.262,165.649,-148.376
-0.379,-0.021,1.258,107.971,149.841,-153.503
-0.695,0.196,1.215,114.197,132.141,-148.682
-1.066,0.309,1.182,127.747,112.183,-133.972
-1.397,0.419,1.172,143.066,94.421,-115.601
-1.646,0.529,1.198,152.405,80.811,-98.694
-1.827,0.789,1.145,155.823,70.068,-83.496
-2.132,0.876,1.085,156.494,61.157,-61.401
-2.174,1.022,1.006,135.620,48.523,-78.369
-2.230,1.076,0.880,102.905,27.893,-115.967
-2.293,1.043,0.743,74.768,11.108,-142.334
-2.301,0.940,0.621,55.908,-2.014,-153.259
-2.302,0.897,0.500,47.180,-12.878,-143.799
-2.386,0.859,0.409,49.072,-23.071,-115.723
-2.527,0.787,0.362,56.885,-33.630,-81.543
-2.598,0.752,0.316,62.500,-45.959,-60.303
-2.586,0.765,0.245,61.279,-60.059,-52.917
-2.526,0.742,0.143,53.040,-73.608,-48.950
-2.435,0.646,0.008,40.527,-85.266,-42.969
-2.347,0.497,-0.146,27.954,-95.215,-31.677
-2.325,0.333,-0.259,20.081,-102.051,-11.292
-2.364,0.200,-0.358,18.127,-104.187,15.076
-2.455,0.087,-0.415,20.691,-103.516,42.542
-2.515,0.007,-0.453,24.475,-100.403,67.627
-2.515,-0.096,-0.480,27.344,-94.849,88.074
-2.469,-0.257,-0.504,30.518,-90.576,101.013
-2.419,-0.406,-0.509,34.729,-86.487,106.140
-2.380,-0.489,-0.495,39.124,-80.566,106.201
-2.364,-0.516,-0.442,44.006,-74.219,105.896
-2.365,-0.555,-0.385,47.729,-69.092,107.666
-2.349,-0.598,-0.317,47.852,-66.223,110.840
-2.320,-0.606,-0.246,43.762,-64.514,114.075
-2.278,-0.576,-0.186,36.133,-65.369,114.319
-2.184,-0.558,-0.167,26.306,-70.801,108.398
-2.035,-0.588,-0.190,16.602,-79.468,98.755
-1.850,-0.663,-0.242,9.460,-88.562,90.088
-1.624,-0.741,-0.292,7.385,-96.191,83.374
-1.388,-0.756,-0.292,10.376,-98.877,79.041
-1.159,-0.666,-0.240,15.015,-93.018,75.256
-0.971,-0.495,-0.143,15.137,-81.421,71.411
-0.891,-0.341,-0.022,8.606,-70.801,64.758
-0.821,-0.252,0.102,0.000,-65.063,50.354
-0.771,-0.242,0.196,-4.028,-63.354,29.907
-0.660,-0.251,0.271,-0.854,-64.819,6.531
-0.458,-0.209,0.303,12.573,-64.453,-17.578
-0.242,-0.107,0.298,33.386,-58.960,-37.781
0.018,0.044,0.302,55.786,-45.349,-55.115
0.257,0.270,0.364,69.946,-22.461,-71.045
0.369,0.662,0.480,66.833,1.099,-86.487
0.316,1.068,0.568,48.889,14.893,-100.342
0.233,1.221,0.616,30.823,11.169,-109.802
0.167,1.075,0.610,25.085,-2.197,-102.783
0.069,0.863,0.522,28.381,-17.334,-71.655
0.049,0.728,0.350,38.452,-24.048,-26.794
0.157,0.684,0.168,56.641,-17.700,13.367
0.241,0.678,0.002,74.463,-3.723,43.396
0.229,0.662,-0.086,81.360,15.137,60.608
0.129,0.607,-0.084,71.960,35.095,60.364
-0.001,0.519,-0.008,49.072,51.941,46.021
-0.212,0.429,0.080,21.973,60.547,29.785
-0.447,0.268,0.155,2.747,58.899,20.996
-0.570,0.023,0.194,-3.784,50.110,24.109
-0.636,-0.162,0.181,-2.869,37.537,37.537
-0.693,-0.298,0.123,4.089,23.193,53.345
-0.715,-0.403,0.073,13.123,12.268,62.866
-0.740,-0.428,0.026,15.991,6.897,60.852
-0.778,-0.423,-0.015,10.681,4.700,44.556
-0.805,-0.425,-0.045,0.183,3.601,18.799
-0.825,-0.394,-0.071,-11.169,3.479,-7.507
-0.833,-0.344,-0.084,-19.470,3.235,-28.809
-0.827,-0.307,-0.100,-25.146,2.014,-42.358
-0.805,-0.292,-0.113,-28.259,0.610,-48.523
-0.780,-0.261,-0.123,-27.161,0.732,-47.791
-0.784,-0.219,-0.134,-22.888,1.221,-42.358
-0.803,-0.184,-0.135,-17.151,2.380,-33.997
-0.837,-0.151,-0.115,-11.230,4.272,-24.109
-0.875,-0.113,-0.085,-6.836,6.653,-15.015
-0.907,-0.096,-0.075,-4.944,7.996,-9.094
-0.936,-0.123,-0.085,-5.005,7.446,-5.920
-0.950,-0.164,-0.103,-5.615,5.615,-4.517
-0.951,-0.191,-0.135,-5.859,4.272,-3.906
-0.940,-0.207,-0.161,-5.859,4.089,-3.906
-0.934,-0.199,-0.173,-6.104,4.944,-5.127
-0.920,-0.201,-0.175,-7.263,6.165,-7.812
-0.924,-0.213,-0.171,-7.751,7.935,-8.972
-0.947,-0.208,-0.161,-6.653,10.315,-7.385
-0.967,-0.215,-0.144,-5.310,12.817,-5.737
-1.000,-0.228,-0.119,-4.089,14.404,-4.211
-1.024,-0.237,-0.099,-2.502,15.076,-2.808
-1.036,-0.242,-0.085,-0.977,14.587,-1.099
-1.062,-0.249,-0.076,1.221,13.977,2.563
-1.073,-0.257,-0.071,3.479,12.878,5.066
-1.076,-0.248,-0.071,5.005,12.451,5.066
-1.075,-0.231,-0.069,5.249,12.024,2.380
-1.072,-0.235,-0.066,4.944,11.780,-1.770
-1.062,-0.228,-0.068,3.479,11.169,-4.700
-1.056,-0.218,-0.063,2.563,10.254,-6.531
-1.058,-0.191,-0.050,2.563,9.644,-7.690
-1.064,-0.173,-0.040,2.136,8.179,-9.033
-1.070,-0.165,-0.031,0.549,6.226,-10.681
-1.062,-0.157,-0.035,-0.854,4.517,-11.902
-1.051,-0.148,-0.041,-0.732,2.747,-12.512
-1.043,-0.133,-0.042,-0.183,2.014,-12.085
-1.039,-0.111,-0.047,0.000,1.709,-11.292
-1.031,-0.095,-0.048,0.244,1.404,-9.521
-1.027,-0.073,-0.047,0.671,1.526,-7.446
-1.029,-0.052,-0.048,0.305,1.465,-6.104
-1.024,-0.049,-0.046,-0.916,1.709,-5.432
-1.024,-0.057,-0.043,-2.319,1.709,-5.127
-1.033,-0.066,-0.037,-3.052,1.587,-4.639
-1.035,-0.073,-0.039,-3.540,1.099,-3.723
0.999,-1.210,0.519,26.489,19.104,56.824
1.116,-1.246,0.478,46.387,23.193,61.584
1.042,-1.280,0.496,69.763,32.654,61.890
0.893,-1.307,0.578,94.849,50.415,52.185
0.775,-1.258,0.766,121.765,71.960,31.982
0.573,-1.037,0.984,146.240,88.928,7.324
0.316,-0.789,1.085,162.109,95.459,-15.808
0.095,-0.560,1.109,175.293,95.032,-37.354
-0.163,-0.387,1.060,186.035,89.844,-52.795
-0.373,-0.257,1.018,195.435,83.679,-64.392
-0.596,-0.048,0.952,200.378,83.191,-72.510
-0.987,0.161,0.908,197.449,84.717,-79.102
-1.318,0.324,0.936,187.561,89.172,-94.360
-1.506,0.537,0.960,172.180,98.572,-120.422
-1.787,0.722,1.000,156.372,97.290,-147.095
-2.049,0.877,1.010,142.029,82.581,-169.189
-2.163,1.059,0.944,128.601,63.965,-184.143
-2.207,1.226,0.815,118.408,43.457,-187.012
-2.235,1.285,0.651,112.976,21.545,-180.664
-2.242,1.276,0.430,110.779,2.502,-166.931
-2.272,1.265,0.235,111.816,-11.902,-145.081
-2.422,1.286,0.101,113.708,-22.827,-116.760
-2.589,1.318,-0.019,108.887,-26.917,-90.942
-2.713,1.350,-0.107,96.802,-27.161,-75.134
-2.809,1.380,-0.179,79.468,-28.564,-67.627
-2.860,1.363,-0.285,59.998,-31.799,-61.401
-2.874,1.264,-0.377,43.884,-37.659,-48.035
-2.870,1.120,-0.396,34.119,-43.640,-24.292
-2.843,0.930,-0.350,28.442,-46.082,5.432
-2.775,0.716,-0.254,23.437,-46.692,36.194
-2.733,0.495,-0.173,19.775,-49.622,64.575
-2.708,0.268,-0.114,19.287,-54.993,88.440
-2.666,0.091,-0.077,22.095,-62.073,108.459
-2.582,-0.001,-0.054,25.574,-68.909,123.657
-2.489,-0.028,-0.065,26.001,-74.768,134.216
-2.394,-0.041,-0.094,20.813,-79.529,137.695
-2.282,-0.076,-0.140,10.681,-81.665,132.568
-2.147,-0.153,-0.180,-1.282,-82.153,120.850
-2.017,-0.250,-0.230,-11.658,-83.740,106.873
-1.878,-0.326,-0.288,-18.250,-85.327,92.651
-1.721,-0.358,-0.311,-20.874,-85.693,81.482
-1.600,-0.337,-0.320,-21.606,-83.252,75.989
-1.533,-0.331,-0.315,-21.545,-81.360,75.195
-1.445,-0.355,-0.263,-19.226,-81.848,78.247
-1.322,-0.302,-0.201,-16.785,-81.299,85.999
-1.224,-0.220,-0.160,-17.578,-82.092,97.656
-1.082,-0.234,-0.143,-20.508,-84.656,105.835
-0.913,-0.342,-0.169,-22.339,-84.412,104.919
-0.727,-0.436,-0.173,-22.461,-79.224,94.482
-0.545,-0.421,-0.165,-21.729,-67.139,76.477
-0.373,-0.378,-0.143,-22.095,-53.955,51.025
-0.199,-0.333,-0.085,-21.179,-42.603,21.729
-0.041,-0.207,0.018,-13.000,-31.738,-1.953
0.111,0.015,0.142,2.075,-22.156,-14.954
0.198,0.289,0.272,20.325,-15.564,-18.982
0.215,0.529,0.365,31.128,-13.550,-15.503
0.213,0.648,0.353,33.997,-7.874,-7.080
0.272,0.652,0.313,33.325,4.272,-1.282
0.325,0.630,0.218,28.259,23.926,-3.540
0.375,0.577,0.132,21.790,48.157,-16.357
0.435,0.531,0.117,18.311,72.998,-40.039
0.446,0.661,0.324,16.418,93.811,-64.636
0.185,0.975,0.486,12.451,103.638,-80.811
-0.158,1.095,0.645,10.803,97.290,-85.144
-0.395,0.988,0.770,14.282,83.496,-75.378
-0.590,0.863,0.772,16.418,62.256,-46.692
-0.722,0.737,0.662,21.729,40.039,-7.935
-0.694,0.531,0.516,27.771,24.963,25.330
-0.622,0.308,0.385,29.419,16.296,44.006
-0.643,0.102,0.301,27.283,10.742,49.194
-0.724,-0.074,0.253,24.414,8.240,46.143
-0.818,-0.184,0.210,19.653,7.141,38.818
-0.848,-0.241,0.171,12.939,6.531,26.123
-0.856,-0.252,0.134,4.395,3.662,8.606
-0.827,-0.244,0.085,-5.188,-1.953,-9.399
-0.792,-0.229,0.029,-11.841,-6.775,-21.973
-0.774,-0.217,-0.019,-15.137,-9.888,-26.367
-0.764,-0.204,-0.052,-15.808,-10.925,-25.574
-0.770,-0.188,-0.089,-15.320,-9.521,-23.499
-0.767,-0.187,-0.104,-14.221,-7.019,-20.752
-0.768,-0.184,-0.100,-12.390,-2.991,-17.212
-0.812,-0.164,-0.063,-9.644,2.197,-13.611
-0.870,-0.132,-0.004,-7.202,6.958,-12.207
-0.931,-0.100,0.047,-5.798,9.827,-12.512
-0.989,-0.081,0.082,-5.005,10.437,-12.695
-1.035,-0.068,0.099,-4.944,8.606,-12.024
-1.054,-0.055,0.098,-5.066,5.310,-10.498
-1.050,-0.040,0.089,-5.127,2.014,-8.545
-1.036,-0.018,0.080,-6.042,-1.099,-7.751
-1.024,-0.013,0.061,-7.996,-3.723,-7.751
-1.029,-0.035,0.042,-9.399,-5.615,-7.568
-1.024,-0.049,0.016,-10.681,-6.958,-7.202
-0.999,-0.052,-0.013,-10.803,-7.385,-6.897
-0.972,-0.057,-0.037,-9.399,-6.470,-5.432
-0.957,-0.047,-0.047,-7.019,-4.456,-3.296
-0.962,-0.049,-0.043,-4.395,-1.953,0.122
-0.986,-0.067,-0.032,-1.953,0.366,4.395
-1.023,-0.079,-0.014,0.305,2.808,8.606
-1.051,-0.084,-0.001,1.648,5.005,11.108
-1.059,-0.098,0.008,2.197,5.920,11.353
-1.051,-0.108,0.016,2.502,6.165,10.254
-1.048,-0.117,0.020,2.380,6.226,9.338
-1.054,-0.126,0.026,2.197,5.676,7.690
-1.066,-0.130,0.038,2.625,4.578,5.127
-1.077,-0.116,0.046,3.174,3.418,3.052
-1.068,-0.099,0.043,2.625,3.113,1.343
-1.059,-0.095,0.034,1.038,2.319,-1.770
-1.048,-0.090,0.027,-0.610,1.282,-5.371
-1.021,-0.085,0.017,-1.343,0.610,-8.118
-0.993,-0.080,0.008,-0.977,0.488,-8.362
-0.994,-0.067,0.004,1.282,0.061,-6.409
-1.000,-0.050,0.005,3.723,0.061,-4.517
-0.999,-0.026,0.002,3.540,0.488,-4.028
-0.994,-0.015,-0.002,1.526,0.854,-4.517
-0.985,-0.027,-0.013,-0.183,1.587,-4.578
-0.990,-0.055,-0.017,-0.793,2.808,-4.150
-0.994,-0.068,-0.014,0.000,4.456,-3.662
-1.002,-0.061,0.001,1.709,6.531,-2.014
-1.023,-0.038,0.024,3.479,8.362,-0.061
0.312,-1.634,0.893,22.949,95.459,9.644
0.291,-1.670,1.017,54.199,100.891,-8.850
0.287,-1.570,1.208,88.501,100.098,-18.494
0.326,-1.340,1.380,118.469,93.323,-16.602
0.340,-1.091,1.491,141.235,78.735,-6.653
0.314,-0.898,1.571,160.095,56.824,-0.793
0.222,-0.699,1.605,170.715,31.372,-2.380
0.058,-0.545,1.555,176.147,5.005,-9.216
-0.028,-0.409,1.441,179.810,-15.930,-23.804
-0.093,-0.233,1.223,180.176,-28.198,-42.969
-0.167,-0.177,1.036,178.284,-33.691,-66.345
-0.142,0.033,0.786,166.870,-30.518,-100.098
-0.407,0.230,0.572,151.611,-20.447,-110.840
-0.658,0.538,0.401,142.334,-4.150,-119.751
-0.969,0.697,0.307,134.766,16.235,-123.779
-1.318,0.782,0.291,117.981,34.851,-142.822
-1.605,0.793,0.330,99.121,46.082,-174.255
-1.990,0.809,0.387,87.646,49.011,-195.312
-2.386,0.844,0.469,81.299,41.992,-199.585
-2.613,0.991,0.459,70.801,28.748,-198.242
-2.653,1.153,0.398,61.584,13.367,-190.125
-2.636,1.250,0.302,57.312,-1.038,-168.274
-2.626,1.277,0.182,50.842,-13.855,-143.127
-2.605,1.277,0.069,36.804,-24.231,-128.540
-2.625,1.256,-0.042,21.118,-29.602,-120.361
-2.684,1.200,-0.108,8.057,-32.959,-108.521
-2.745,1.067,-0.125,-3.235,-37.048,-89.600
-2.787,0.956,-0.137,-12.634,-43.457,-63.721
-2.776,0.829,-0.151,-13.977,-50.903,-34.668
-2.685,0.688,-0.169,-9.216,-60.181,-5.310
-2.569,0.573,-0.207,-1.648,-69.092,25.452
-2.473,0.427,-0.243,7.996,-76.843,57.861
-2.407,0.257,-0.259,15.869,-83.313,88.867
-2.380,0.100,-0.277,21.545,-86.670,114.624
-2.370,-0.023,-0.270,27.954,-85.815,132.507
-2.360,-0.077,-0.248,31.799,-81.116,141.663
-2.300,-0.123,-0.223,29.785,-74.341,140.564
-2.195,-0.171,-0.170,23.010,-68.726,132.874
-2.139,-0.207,-0.111,13.245,-67.139,124.817
-2.078,-0.272,-0.066,3.357,-69.275,118.774
-1.964,-0.370,-0.040,-5.615,-72.205,114.441
-1.831,-0.460,-0.062,-11.108,-76.355,112.488
-1.692,-0.559,-0.077,-9.521,-80.750,109.619
-1.530,-0.599,-0.119,-4.028,-80.200,104.065
-1.386,-0.608,-0.172,0.916,-73.486,95.520
-1.245,-0.624,-0.178,2.625,-63.904,81.909
-1.115,-0.561,-0.115,2.136,-53.040,64.453
-1.062,-0.441,-0.017,-1.709,-43.823,46.570
-1.072,-0.370,0.086,-11.108,-43.213,24.841
-0.991,-0.361,0.177,-22.156,-49.805,-2.686
-0.829,-0.320,0.229,-30.518,-57.007,-27.649
-0.652,-0.245,0.253,-31.189,-67.566,-45.349
-0.442,-0.111,0.239,-21.545,-77.637,-55.176
-0.222,0.032,0.171,-6.531,-79.407,-56.030
-0.038,0.099,0.082,6.470,-75.867,-54.871
0.098,0.086,0.022,15.808,-68.298,-61.035
0.220,0.149,0.048,22.156,-53.101,-79.651
0.285,0.387,0.109,24.048,-33.691,-106.384
0.309,0.640,0.192,22.644,-17.822,-129.761
0.337,0.838,0.275,21.179,-7.324,-141.113
0.289,0.972,0.330,20.081,-3.906,-135.254
0.198,1.029,0.348,22.522,-5.432,-110.229
0.054,0.968,0.338,29.846,-9.521,-69.092
-0.053,0.807,0.287,39.490,-13.245,-22.827
-0.067,0.679,0.223,50.293,-11.292,15.686
-0.117,0.599,0.141,60.608,-4.700,40.894
-0.182,0.515,0.083,64.453,2.991,52.368
-0.239,0.441,0.035,59.692,11.292,50.903
-0.319,0.364,0.007,49.194,17.578,41.626
-0.410,0.265,0.021,36.377,20.813,31.311
-0.484,0.190,0.046,22.827,22.400,24.353
-0.577,0.106,0.047,12.634,20.691,23.254
-0.671,-0.019,0.044,8.484,16.052,27.710
-0.746,-0.125,0.023,7.874,11.108,33.325
-0.790,-0.215,0.003,8.545,5.798,36.865
-0.816,-0.255,-0.033,9.155,1.221,36.133
-0.833,-0.266,-0.068,8.667,-2.136,31.494
-0.858,-0.264,-0.097,7.019,-4.150,23.193
-0.890,-0.237,-0.116,4.456,-4.333,12.085
-0.905,-0.173,-0.126,0.854,-2.991,-0.610
-0.897,-0.117,-0.128,-2.991,-1.282,-11.475
-0.889,-0.094,-0.131,-6.042,-0.854,-18.494
-0.886,-0.076,-0.128,-6.592,-0.793,-20.325
-0.887,-0.063,-0.125,-5.676,-0.427,-17.517
-0.905,-0.059,-0.125,-4.150,-0.549,-12.390
-0.941,-0.062,-0.123,-1.587,-0.854,-7.141
-0.974,-0.059,-0.130,0.610,-1.587,-4.761
-0.985,-0.046,-0.146,2.197,-2.014,-4.883
-0.979,-0.017,-0.159,3.357,-2.014,-6.531
-0.968,0.019,-0.176,3.540,-1.221,-8.484
-0.952,0.039,-0.181,3.845,-0.061,-10.254
-0.933,0.049,-0.183,3.296,1.404,-11.963
-0.931,0.055,-0.183,2.502,2.563,-12.024
-0.934,0.044,-0.184,1.892,4.028,-9.949
-0.935,0.030,-0.192,1.892,5.920,-6.775
-0.952,0.024,-0.190,3.174,8.057,-4.272
-0.971,0.038,-0.186,4.333,10.742,-2.930
-0.981,0.048,-0.174,4.700,13.550,-2.258
-0.990,0.068,-0.153,4.700,15.808,-1.831
-1.002,0.086,-0.136,3.540,17.395,-1.099
-1.016,0.059,-0.115,2.075,16.968,0.793
-1.043,0.018,-0.089,2.319,15.320,4.333
-1.072,0.008,-0.064,4.883,13.916,7.263
-1.076,0.034,-0.055,6.592,12.329,7.568
-1.060,0.062,-0.058,5.127,10.559,5.371
-1.042,0.062,-0.063,1.465,8.545,1.526
-1.036,0.054,-0.072,-2.197,6.775,-1.892
-1.038,0.041,-0.081,-5.676,5.249,-3.784
-1.046,0.015,-0.080,-7.446,3.601,-4.150
-1.054,0.004,-0.078,-6.897,2.197,-3.845
-1.052,0.011,-0.082,-5.737,0.793,-3.479
-1.035,0.033,-0.092,-5.737,-0.305,-3.784
-1.018,0.032,-0.100,-6.714,-0.793,-4.639
-1.003,0.001,-0.114,-8.240,-1.709,-5.432
-0.998,-0.028,-0.123,-7.568,-2.502,-3.845
-1.011,-0.038,-0.120,-3.052,-2.136,0.793
-1.020,-0.005,-0.117,0.977,-0.854,5.005
-1.018,0.030,-0.121,1.770,0.183,4.578
-0.998,0.041,-0.126,0.488,1.160,0.854
-1.739,0.392,0.758,144.104,78.003,-58.960
-1.812,0.526,0.622,130.493,69.641,-79.834
-1.814,0.647,0.458,115.234,62.073,-100.830
-1.827,0.723,0.348,100.647,55.359,-115.234
-1.887,0.758,0.259,90.210,51.514,-121.277
-2.013,0.777,0.223,85.693,50.842,-115.967
-2.199,0.769,0.271,87.341,50.598,-96.252
-2.386,0.781,0.345,90.942,50.354,-69.458
-2.548,0.840,0.406,91.064,47.791,-45.410
-2.720,0.871,0.434,85.266,40.710,-27.954
-2.865,0.818,0.442,75.256,28.625,-19.653
-2.911,0.726,0.392,63.232,14.709,-20.020
-2.876,0.619,0.285,49.988,-0.793,-24.048
-2.794,0.519,0.184,37.659,-16.663,-24.109
-2.702,0.436,0.093,28.870,-29.541,-17.334
-2.607,0.343,0.009,25.269,-39.795,-7.019
-2.496,0.251,-0.057,26.062,-47.546,4.944
-2.390,0.176,-0.106,30.945,-53.711,19.775
-2.297,0.115,-0.128,39.001,-58.960,34.790
-2.197,0.087,-0.145,46.448,-61.401,49.988
-2.116,0.050,-0.137,50.720,-62.744,65.125
-2.060,-0.001,-0.127,52.368,-64.941,77.026
-2.019,-0.072,-0.125,51.147,-68.665,86.548
-1.980,-0.172,-0.115,49.255,-72.510,93.567
-1.952,-0.248,-0.125,47.485,-74.463,100.220
-1.904,-0.317,-0.128,46.387,-75.500,105.347
-1.843,-0.383,-0.126,47.058,-77.148,107.117
-1.752,-0.424,-0.134,48.462,-78.430,103.943
-1.632,-0.440,-0.160,49.622,-78.979,95.703
-1.501,-0.466,-0.192,48.706,-78.674,83.618
-1.338,-0.499,-0.191,45.654,-76.538,70.007
-1.183,-0.489,-0.156,42.297,-74.463,56.824
-1.068,-0.432,-0.097,39.612,-74.158,45.166
-0.993,-0.362,-0.020,36.682,-74.402,33.569
-0.934,-0.281,0.047,28.625,-72.754,20.386
-0.817,-0.204,0.106,16.479,-68.665,1.404
-0.686,-0.136,0.136,2.686,-65.125,-22.522
-0.546,-0.087,0.150,-8.972,-66.162,-49.988
-0.363,-0.035,0.151,-15.503,-69.763,-77.209
-0.172,0.012,0.158,-13.367,-72.449,-97.107
0.047,0.127,0.160,-3.357,-71.106,-105.896
0.212,0.288,0.155,11.475,-63.416,-101.868
0.263,0.405,0.167,26.672,-49.561,-91.492
0.250,0.472,0.206,36.072,-29.785,-86.487
0.193,0.556,0.284,38.452,-8.179,-91.125
0.087,0.681,0.396,34.241,10.010,-101.318
0.028,0.829,0.455,23.804,22.949,-109.802
0.011,0.914,0.480,13.550,24.170,-112.061
-0.010,0.928,0.471,8.240,17.883,-99.731
-0.072,0.870,0.455,11.414,10.559,-70.129
-0.166,0.791,0.432,22.095,6.470,-31.372
-0.277,0.729,0.390,33.569,4.761,4.333
-0.387,0.662,0.331,40.649,3.174,28.259
-0.486,0.562,0.257,40.771,0.549,39.001
-0.552,0.408,0.175,34.546,-1.831,42.664
-0.608,0.239,0.083,24.597,-2.075,44.067
-0.643,0.086,0.019,14.038,0.916,41.016
-0.681,-0.019,-0.012,4.944,6.653,33.447
-0.750,-0.085,-0.011,-1.221,12.024,22.034
-0.819,-0.104,0.001,-4.456,15.381,8.484
-0.884,-0.074,0.011,-5.981,17.151,-2.258
-0.934,-0.040,0.017,-5.737,16.479,-5.737
-0.977,-0.012,0.016,-4.700,13.245,-4.333
-1.005,0.005,0.004,-4.089,8.423,-0.732
-1.005,0.029,-0.009,-2.991,4.333,2.747
-1.000,0.058,-0.024,-1.770,2.319,5.066
-0.995,0.084,-0.038,-2.197,1.404,4.822
-0.984,0.086,-0.059,-4.333,1.221,2.258
-0.991,0.050,-0.071,-6.958,1.953,0.000
-1.000,0.020,-0.072,-8.118,4.150,-0.732
-1.013,0.021,-0.056,-6.836,7.202,-0.916
