aX,aY,aZ,gX,gY,gZ
0.350,-0.210,0.729,82.825,-42.114,-60.913
0.304,-0.046,0.874,56.396,-27.588,-51.453
0.211,0.011,0.892,29.602,-30.029,-30.579
0.194,0.025,0.813,1.953,-30.823,-8.972
0.229,-0.008,0.739,-21.423,-22.095,8.972
0.237,-0.122,0.767,-37.231,-7.751,22.949
0.250,-0.234,0.869,-48.157,8.362,29.114
0.284,-0.287,0.983,-56.702,20.813,27.954
0.300,-0.285,1.059,-59.326,25.940,23.071
0.292,-0.284,1.146,-51.392,25.391,16.235
0.294,-0.260,1.215,-36.926,21.667,8.545
0.285,-0.231,1.253,-21.362,16.174,2.869
0.257,-0.224,1.280,-7.446,10.193,-0.488
0.251,-0.209,1.271,1.587,5.066,-2.380
0.254,-0.211,1.233,7.446,0.183,-2.869
0.256,-0.241,1.182,10.864,-3.784,-2.563
0.261,-0.262,1.139,11.353,-6.409,-2.502
0.252,-0.260,1.096,9.155,-9.827,-3.601
0.220,-0.233,1.028,6.531,-13.428,-4.333
0.231,-0.203,0.995,5.798,-14.221,-4.028
0.207,-0.202,0.946,7.080,-14.648,-3.174
0.225,-0.193,0.901,7.996,-12.268,-3.357
0.224,-0.178,0.870,8.179,-9.216,-3.845
0.201,-0.183,0.880,8.972,-5.798,-3.174
0.196,-0.174,0.897,7.996,-2.869,-2.258
0.210,-0.166,0.918,5.676,-1.343,-0.671
0.204,-0.168,0.942,2.625,-1.648,1.953
0.210,-0.174,0.963,-1.343,-2.441,4.517
0.232,-0.201,0.941,-6.775,-4.211,6.653
0.220,-0.237,0.913,-12.573,-4.333,6.714
0.578,-0.250,1.974,-67.871,-62.500,26.001
0.701,-0.313,2.115,-69.275,-77.332,32.349
0.901,-0.333,2.223,-75.745,-91.492,34.912
1.241,-0.265,2.286,-83.069,-110.535,35.522
1.563,-0.183,2.222,-84.900,-139.038,41.626
1.787,-0.234,2.142,-74.402,-172.729,52.979
2.029,-0.211,1.951,-56.213,-208.435,56.763
2.258,-0.122,1.607,-27.954,-250.916,54.932
2.250,-0.157,1.256,17.395,-295.044,49.988
2.218,-0.122,0.990,70.862,-325.500,33.325
2.332,0.054,0.783,116.699,-335.999,8.118
2.204,0.133,0.768,154.663,-335.937,-10.132
2.028,0.201,0.805,173.401,-334.961,-23.193
1.937,0.352,0.738,167.908,-340.454,-31.921
1.758,0.390,0.684,148.743,-349.426,-28.076
1.689,0.398,0.630,119.019,-352.478,-17.090
1.650,0.407,0.607,82.764,-352.661,-4.822
1.428,0.426,0.468,49.866,-358.154,8.118
1.077,0.376,0.336,33.325,-364.136,20.569
0.892,0.383,0.285,34.668,-361.694,25.635
0.677,0.274,0.264,45.776,-355.347,29.785
0.489,0.141,0.261,58.350,-354.309,29.419
0.305,0.036,0.201,60.852,-357.422,23.499
0.106,-0.030,0.050,52.979,-359.985,20.813
-0.141,-0.187,-0.152,42.786,-361.694,24.109
-0.453,-0.389,-0.487,37.903,-368.469,27.405
-0.717,-0.533,-1.052,32.776,-380.371,26.978
-1.177,-0.601,-1.970,30.273,-395.447,22.461
-1.849,-0.563,-3.355,51.392,-418.762,12.329
-2.545,-0.196,-4.000,124.939,-438.049,-6.958
-2.926,0.384,-4.000,281.189,-428.894,-34.424
-2.609,0.833,-4.000,485.352,-334.656,-72.693
-2.347,0.544,-4.000,627.197,-121.582,-112.183
-2.255,0.189,-3.636,599.060,126.587,-132.751
-2.227,0.305,-1.563,395.935,266.357,-122.009
-2.016,0.420,-0.458,121.155,270.203,-70.618
-1.883,0.204,-0.008,-136.780,206.970,24.719
-1.689,-0.137,0.176,-337.769,152.954,115.173
-1.373,-0.282,0.319,-466.187,129.944,161.560
-1.142,-0.284,0.394,-524.841,112.610,168.884
-1.202,-0.123,0.239,-526.672,79.712,153.381
-1.434,-0.010,-0.113,-475.098,41.992,132.080
-1.598,-0.070,-0.441,-377.686,27.527,114.807
-1.568,-0.253,-0.641,-257.141,44.495,97.351
-1.486,-0.559,-0.708,-136.475,73.425,71.960
-1.374,-0.776,-0.726,-38.879,102.844,34.546
-1.259,-0.849,-0.725,28.198,130.615,-5.371
-1.195,-0.850,-0.650,72.449,156.067,-36.987
-1.134,-0.797,-0.588,91.980,180.054,-57.007
-1.085,-0.584,-0.624,89.478,201.904,-62.866
-1.103,-0.656,-0.534,75.928,225.830,-58.167
-0.912,-0.586,-0.442,45.898,242.493,-65.796
-0.768,-0.525,-0.395,9.338,241.638,-70.068
-0.731,-0.523,-0.339,-20.020,230.469,-73.853
-0.596,-0.359,-0.385,-49.194,219.910,-81.177
-0.426,-0.200,-0.456,-70.801,215.820,-81.360
-0.370,-0.181,-0.455,-76.477,224.670,-72.998
-0.227,-0.119,-0.476,-78.247,248.962,-68.848
-0.020,-0.024,-0.412,-73.975,281.006,-70.679
0.266,0.089,-0.300,-59.937,308.044,-74.280
0.424,0.126,-0.133,-36.865,319.885,-72.083
0.491,0.150,-0.013,-15.625,319.824,-68.481
0.617,0.169,0.039,-2.197,316.040,-65.979
0.851,0.235,0.035,4.517,313.293,-64.636
1.307,0.480,-0.183,8.240,307.617,-60.486
1.662,0.534,-0.317,24.475,308.411,-43.396
1.924,0.476,-0.260,48.096,327.332,-22.278
2.225,0.490,-0.071,61.401,361.389,-8.850
2.811,0.491,0.222,67.017,387.329,5.737
2.991,0.424,0.320,67.200,390.381,37.476
2.869,-0.182,0.822,65.369,397.766,91.858
2.884,-0.747,1.280,28.625,408.875,111.755
2.689,-1.143,1.698,-42.297,402.283,109.314
2.264,-1.347,2.217,-121.033,383.240,89.722
1.653,-1.115,2.822,-191.345,365.662,50.415
1.184,-0.375,3.969,-231.262,355.164,-5.798
0.922,1.028,4.000,-228.638,345.825,-59.692
0.238,1.115,4.000,-113.159,239.990,-47.485
0.069,0.308,3.742,63.782,71.716,-11.475
0.323,-0.167,2.695,174.805,-63.782,11.169
0.654,-0.425,1.579,216.675,-150.330,7.996
0.674,-0.504,0.638,221.497,-188.904,-15.076
0.507,-0.427,0.071,206.299,-175.537,-48.706
0.292,-0.247,-0.046,177.002,-107.361,-74.463
0.185,-0.093,0.200,137.939,-20.325,-81.421
0.228,0.016,0.544,94.055,37.659,-68.298
0.294,0.187,0.672,42.053,52.795,-42.297
0.264,0.105,0.785,-4.578,52.429,-7.874
0.369,0.033,0.988,-46.753,56.396,13.611
0.412,-0.028,1.229,-84.106,64.880,31.738
0.403,-0.112,1.425,-107.117,72.266,46.875
0.333,-0.205,1.511,-112.122,65.369,53.223
0.321,-0.297,1.491,-95.398,49.255,48.462
0.394,-0.354,1.384,-62.195,35.706,40.894
0.443,-0.423,1.337,-21.606,26.123,30.640
0.438,-0.449,1.349,13.367,16.602,15.442
0.382,-0.426,1.349,36.072,3.174,-1.404
0.335,-0.345,1.301,46.082,-9.644,-13.916
0.316,-0.263,1.216,46.753,-19.470,-20.813
0.305,-0.205,1.125,41.931,-26.733,-22.400
0.262,-0.162,1.016,31.494,-31.006,-19.836
0.243,-0.122,0.911,18.005,-30.457,-15.503
0.225,-0.102,0.839,5.554,-24.719,-9.705
0.210,-0.125,0.825,-2.747,-15.686,-4.028
0.224,-0.150,0.844,-7.690,-6.775,0.122
0.258,-0.167,0.881,-10.803,-0.854,2.136
0.273,-0.166,0.911,-12.024,2.136,2.686
0.281,-0.156,0.942,-10.376,3.357,2.869
0.259,-0.165,0.979,-7.324,1.770,2.930
0.214,-0.167,0.967,-3.906,0.854,1.709
0.258,-0.167,1.000,0.488,4.761,1.099
0.246,-0.194,1.036,4.822,5.066,1.953
0.231,-0.212,1.037,6.287,1.282,2.625
0.227,-0.193,1.000,5.981,-2.319,2.625
0.217,-0.194,0.979,7.202,-5.859,3.662
0.230,-0.197,0.954,8.240,-8.606,4.517
0.245,-0.216,0.924,7.629,-10.620,4.456
0.249,-0.220,0.888,4.944,-11.230,2.563
0.244,-0.180,0.854,1.892,-9.827,-0.305
