aX,aY,aZ,gX,gY,gZ
-1.409,-0.147,0.062,-260.742,116.333,16.968
-1.381,-0.180,-0.011,-216.431,103.027,7.935
-1.309,-0.233,-0.063,-171.936,100.952,-1.160
-1.207,-0.292,-0.047,-131.409,106.934,-10.620
-1.141,-0.351,0.023,-98.816,113.586,-20.996
-1.109,-0.402,0.113,-75.806,116.089,-29.968
-1.121,-0.404,0.167,-62.317,115.295,-37.903
-1.109,-0.385,0.173,-54.260,115.662,-44.800
-1.100,-0.290,0.085,-45.288,120.056,-49.438
-1.072,-0.349,0.080,-29.968,130.737,-52.307
-0.932,-0.393,0.129,-15.747,140.991,-66.162
-0.798,-0.355,0.143,-4.517,143.799,-80.994
-0.715,-0.332,0.189,7.507,138.977,-92.651
-0.644,-0.293,0.251,14.099,132.385,-101.379
-0.520,-0.200,0.310,7.812,128.540,-105.774
-0.405,-0.080,0.297,-7.385,125.793,-103.027
-0.421,-0.040,0.245,-23.254,123.840,-93.506
-0.432,-0.033,0.179,-35.522,131.104,-85.022
-0.378,-0.006,0.150,-41.504,149.414,-81.665
-0.344,0.007,0.175,-36.377,167.908,-81.238
-0.322,0.008,0.255,-21.667,180.603,-82.031
-0.276,0.034,0.312,-6.165,185.425,-83.984
-0.202,0.056,0.316,6.042,182.983,-84.473
-0.082,0.069,0.292,16.174,178.284,-84.778
0.056,0.078,0.254,22.339,176.086,-85.205
0.175,0.119,0.240,26.489,177.734,-84.167
0.266,0.132,0.216,29.968,183.228,-79.346
0.301,0.102,0.185,33.508,191.162,-70.496
0.327,0.085,0.188,38.025,203.247,-62.317
0.351,0.098,0.204,43.274,217.407,-56.274
0.350,0.157,0.243,50.537,228.638,-51.025
0.374,0.214,0.265,60.852,234.802,-43.518
0.476,0.187,0.275,73.608,236.389,-31.799
0.656,0.060,0.284,83.557,234.680,-20.569
0.924,-0.009,0.318,85.388,233.215,-15.686
1.176,-0.051,0.420,79.224,236.694,-14.282
1.300,-0.050,0.533,67.566,244.568,-10.742
1.276,-0.070,0.659,58.105,253.784,-0.549
1.200,-0.173,0.837,57.678,264.160,15.320
1.102,-0.315,1.036,62.561,273.621,30.579
1.075,-0.455,1.252,66.467,277.832,41.565
1.078,-0.621,1.468,66.040,274.292,46.692
1.112,-0.823,1.677,54.688,263.489,40.894
1.050,-0.852,1.888,28.137,249.573,22.400
0.845,-0.636,2.111,-6.653,238.525,-0.671
0.614,-0.239,2.386,-31.799,230.713,-23.804
0.516,0.225,2.794,-35.767,221.558,-39.856
0.521,0.588,3.065,-25.208,206.665,-44.373
0.216,0.520,3.021,-1.526,163.025,-24.841
0.202,0.075,2.694,33.386,76.172,-2.380
0.339,-0.237,2.000,49.561,-10.925,11.230
0.517,-0.401,1.364,53.101,-73.792,15.259
0.578,-0.448,0.853,55.908,-110.291,7.812
0.454,-0.435,0.661,59.692,-119.995,-7.202
0.281,-0.321,0.596,56.030,-109.253,-26.428
0.153,-0.134,0.558,46.326,-80.261,-37.048
0.120,0.011,0.575,37.354,-40.344,-37.598
0.144,0.085,0.683,28.687,-1.099,-27.222
0.201,0.072,0.870,14.526,31.067,-10.254
0.255,0.010,1.082,-7.019,51.025,5.066
0.251,-0.011,1.233,-32.837,58.655,15.320
0.219,-0.029,1.344,-52.917,58.350,23.010
0.229,-0.070,1.409,-58.960,54.077,28.381
0.268,-0.150,1.414,-51.208,43.762,31.250
0.278,-0.264,1.350,-34.180,26.428,30.029
0.277,-0.337,1.240,-14.587,10.315,23.437
0.267,-0.363,1.160,3.967,2.136,12.817
0.263,-0.321,1.128,20.264,-0.610,0.000
0.235,-0.248,1.121,30.823,-1.465,-8.240
0.213,-0.183,1.125,35.828,-2.808,-12.390
0.219,-0.132,1.107,34.058,-5.432,-13.550
0.228,-0.086,1.070,26.550,-9.094,-12.024
0.224,-0.052,1.006,15.442,-12.329,-8.789
0.221,-0.050,0.945,5.005,-13.733,-4.272
0.230,-0.071,0.891,-2.563,-12.207,0.427
0.233,-0.106,0.874,-6.531,-8.423,4.333
0.809,-0.174,2.019,-29.602,-11.780,35.400
0.978,-0.198,2.303,-30.884,-18.982,43.274
1.276,-0.222,2.516,-36.560,-38.025,49.866
1.651,-0.178,2.612,-45.288,-64.453,55.237
2.074,-0.056,2.673,-46.082,-99.731,60.242
2.488,0.132,2.459,-34.912,-149.841,66.589
2.738,0.250,2.076,-2.441,-211.975,77.698
2.762,0.107,1.635,50.659,-268.188,89.600
2.784,0.010,1.189,109.375,-303.589,86.853
2.557,-0.191,0.999,157.898,-322.388,68.726
2.376,-0.191,0.945,173.950,-328.613,38.574
2.195,0.061,0.769,148.804,-331.482,13.916
1.786,0.108,0.661,111.084,-333.008,10.437
1.507,0.266,0.556,65.552,-326.172,16.235
1.145,0.319,0.449,29.297,-322.876,28.992
0.750,0.303,0.337,15.503,-328.064,41.260
0.471,0.277,0.207,17.639,-331.604,45.898
0.218,0.187,0.178,29.114,-330.811,45.105
0.015,0.075,0.147,40.283,-330.200,39.917
-0.169,-0.064,0.097,42.725,-333.008,35.339
-0.310,-0.154,-0.022,32.227,-335.876,32.837
-0.470,-0.312,-0.148,12.573,-336.914,37.842
-0.700,-0.491,-0.371,-14.954,-338.989,49.072
-0.954,-0.675,-0.647,-50.293,-339.294,62.561
-1.252,-0.834,-1.011,-87.952,-335.327,76.538
-1.551,-0.950,-1.534,-117.493,-332.458,88.806
-1.939,-1.137,-2.199,-127.991,-328.613,100.037
-2.431,-1.274,-3.035,-112.671,-323.181,106.812
-2.891,-1.353,-3.965,-59.937,-310.181,103.821
-2.923,-1.449,-4.000,30.396,-278.503,81.604
-2.723,-1.469,-4.000,122.925,-210.205,34.607
-2.324,-1.321,-3.995,173.645,-98.145,-24.292
-1.904,-0.967,-2.847,156.860,25.818,-72.510
-1.704,-0.560,-1.750,87.097,103.943,-87.036
-1.564,-0.236,-0.997,4.456,134.399,-70.679
-1.389,-0.079,-0.510,-60.425,144.775,-37.415
-1.265,-0.083,-0.179,-97.595,147.705,-6.897
-1.191,-0.125,-0.018,-106.567,145.752,7.935
-1.148,-0.168,0.018,-90.210,141.785,7.812
-1.144,-0.250,0.035,-54.810,138.672,0.732
-1.095,-0.356,0.049,-14.343,138.977,-9.644
-1.052,-0.470,0.054,20.752,139.038,-24.475
-1.045,-0.559,0.075,44.373,137.939,-42.480
-0.972,-0.493,0.013,53.040,140.686,-59.204
-0.946,-0.456,-0.014,54.321,146.851,-65.063
-0.931,-0.487,0.057,52.429,158.630,-62.744
-0.888,-0.466,0.125,42.297,169.739,-60.425
-0.835,-0.420,0.185,25.818,175.598,-57.190
-0.750,-0.331,0.203,6.409,178.894,-52.612
-0.622,-0.097,0.088,-9.888,178.589,-42.908
-0.673,-0.254,0.084,-12.634,182.556,-22.888
-0.534,-0.384,0.148,-19.226,196.594,-24.292
-0.345,-0.343,0.220,-36.560,205.933,-38.086
-0.277,-0.337,0.313,-47.974,204.956,-49.561
-0.267,-0.280,0.374,-53.223,200.806,-59.448
-0.182,-0.186,0.466,-50.476,200.012,-69.397
-0.132,-0.144,0.568,-41.687,196.594,-74.829
-0.035,0.059,0.530,-32.837,188.538,-75.378
0.064,0.310,0.308,-18.860,174.255,-63.965
0.004,0.184,0.207,10.742,167.358,-37.170
0.029,-0.025,0.199,35.522,181.641,-19.836
0.252,-0.051,0.212,38.086,205.994,-22.827
0.501,0.056,0.382,24.963,227.600,-31.250
0.657,0.214,0.565,-2.808,245.483,-31.372
0.723,0.302,0.740,-34.973,255.859,-21.240
0.716,0.266,0.876,-57.617,253.479,-8.789
0.703,0.191,0.876,-66.467,237.610,1.282
0.880,0.071,0.715,-58.044,210.815,9.460
1.325,0.116,0.210,-33.630,183.105,14.893
1.499,-0.169,-0.029,14.893,172.119,27.100
1.418,-0.488,0.103,66.589,202.759,26.489
1.518,-0.577,0.472,90.881,262.207,7.935
1.707,-0.503,0.976,87.830,313.843,-9.766
1.637,-0.443,1.456,64.880,328.125,-12.695
1.411,-0.392,1.824,26.550,314.514,-8.667
1.225,-0.289,2.107,-16.479,292.175,-7.202
1.093,-0.167,2.418,-52.734,270.081,-5.981
0.832,-0.093,2.837,-76.050,252.502,-3.235
0.606,0.145,3.546,-90.698,245.483,-4.150
0.503,0.585,3.502,-98.877,235.352,-15.625
0.408,0.455,3.186,-47.302,144.958,-3.906
0.242,-0.228,2.514,40.710,9.766,26.733
0.314,-0.644,1.719,98.694,-95.764,28.381
0.554,-0.728,0.919,118.042,-147.217,6.226
0.576,-0.632,0.492,125.244,-152.527,-18.188
0.347,-0.414,0.361,119.934,-123.718,-38.208
0.121,-0.182,0.430,104.004,-76.050,-49.316
0.090,-0.034,0.573,79.346,-29.541,-46.997
0.147,0.050,0.654,45.959,1.282,-32.104
0.220,0.031,0.720,8.057,18.799,-11.414
0.216,-0.039,0.782,-26.184,28.381,4.761
0.205,-0.098,0.898,-51.392,38.696,15.320
0.229,-0.140,1.082,-63.293,51.880,22.888
0.272,-0.214,1.275,-63.171,58.777,25.513
0.296,-0.289,1.401,-54.626,52.917,22.095
0.308,-0.311,1.418,-41.321,36.499,14.160
0.294,-0.303,1.335,-21.790,15.991,5.798
0.248,-0.310,1.235,2.747,-0.183,-1.221
0.237,-0.297,1.163,25.085,-7.263,-7.141
0.239,-0.262,1.087,39.429,-10.376,-12.451
0.225,-0.268,1.013,45.593,-14.099,-15.808
0.219,-0.224,0.933,41.992,-15.137,-18.860
0.208,-0.165,0.876,32.166,-12.146,-20.447
0.181,-0.104,0.845,21.240,-7.996,-19.165
0.177,-0.082,0.854,10.864,-3.479,-14.832
0.195,-0.073,0.867,0.977,-1.221,-10.315
0.204,-0.083,0.876,-6.714,-0.793,-5.066
0.197,-0.101,0.891,-11.841,-0.549,-0.427
0.208,-0.127,0.916,-14.282,1.038,2.869
0.220,-0.157,0.960,-13.611,2.686,4.150
0.227,-0.183,0.995,-11.536,2.625,4.211
0.224,-0.206,0.992,-9.338,1.099,3.418
0.210,-0.210,0.978,-6.958,0.916,1.709
0.215,-0.214,0.996,-2.686,3.296,-0.244
0.222,-0.193,1.016,1.648,4.883,-2.869
0.202,-0.172,1.020,5.859,2.747,-3.967
0.200,-0.158,1.010,9.460,-0.488,-3.906
0.204,-0.150,0.990,11.597,-2.991,-2.563
0.205,-0.166,0.957,11.780,-4.822,-0.732
0.527,-0.282,2.110,-39.368,-29.175,-23.682
0.642,-0.271,2.372,-65.247,-38.208,-23.193
0.858,-0.170,2.451,-89.417,-58.899,-14.221
1.124,-0.176,2.466,-98.694,-91.980,0.488
1.452,-0.200,2.405,-94.604,-131.653,14.343
1.927,-0.104,2.219,-86.243,-174.194,26.611
2.357,-0.056,1.893,-66.956,-221.802,41.260
2.496,-0.010,1.499,-34.790,-269.165,56.091
2.548,0.064,1.112,5.249,-305.298,65.247
2.508,0.037,0.865,53.101,-328.918,72.144
2.545,0.008,0.690,92.102,-344.482,73.730
2.487,0.031,0.507,107.910,-351.440,69.946
2.208,0.045,0.469,110.657,-348.389,66.528
1.946,0.102,0.505,104.370,-338.196,62.561
1.769,0.204,0.561,95.276,-325.562,60.608
1.524,0.196,0.619,83.862,-315.857,65.552
1.247,0.190,0.589,62.317,-306.580,71.045
0.870,0.245,0.445,39.368,-297.546,73.364
0.509,0.208,0.463,39.246,-289.368,72.571
0.263,0.153,0.544,52.307,-286.499,70.313
0.048,0.126,0.459,58.472,-293.762,64.392
-0.190,0.046,0.376,56.885,-299.500,61.218
-0.386,-0.087,0.284,51.941,-302.124,61.584
-0.543,-0.294,0.165,47.974,-309.631,64.392
-0.705,-0.549,-0.038,38.513,-321.960,69.641
-0.891,-0.756,-0.444,16.846,-335.999,78.064
-1.190,-1.008,-0.970,-7.385,-348.938,85.999
-1.528,-1.263,-1.604,-26.794,-355.042,89.661
-2.038,-1.453,-2.392,-38.391,-356.567,88.440
-2.546,-1.508,-3.412,-35.034,-350.647,79.590
-2.874,-1.531,-4.000,2.136,-332.520,66.833
-2.881,-1.396,-4.000,76.050,-293.335,37.354
-2.701,-1.256,-4.000,160.583,-213.867,-7.507
-2.360,-1.153,-4.000,211.304,-82.642,-56.519
-1.957,-0.907,-2.919,186.890,54.016,-90.088
-1.809,-0.529,-1.750,94.727,134.888,-93.567
-1.735,-0.252,-0.927,-13.550,166.504,-70.801
-1.615,-0.142,-0.359,-100.830,174.561,-34.363
-1.477,-0.134,-0.046,-155.029,169.922,-2.808
-1.392,-0.145,-0.000,-170.471,153.748,13.184
-1.395,-0.242,-0.056,-146.851,134.644,16.052
-1.395,-0.373,-0.127,-99.121,125.488,8.667
-1.384,-0.550,-0.198,-43.823,124.329,-4.944
-1.377,-0.780,-0.246,7.019,126.282,-22.278
-1.288,-0.901,-0.264,39.429,134.705,-45.349
-1.189,-0.877,-0.274,49.255,147.461,-71.228
-1.101,-0.787,-0.262,43.579,158.325,-92.041
-0.936,-0.551,-0.334,28.503,164.612,-104.065
-0.884,-0.407,-0.375,14.954,166.687,-101.990
-0.918,-0.387,-0.338,4.333,171.265,-91.370
-0.708,-0.184,-0.426,-14.465,176.392,-81.238
-0.663,-0.189,-0.593,-32.227,178.833,-64.575
-0.598,-0.339,-0.674,-46.143,193.298,-62.622
-0.394,-0.294,-0.754,-70.618,226.440,-78.674
-0.113,-0.149,-0.671,-86.060,269.470,-102.539
0.080,-0.073,-0.428,-81.604,303.589,-121.643
0.190,0.000,-0.172,-67.017,321.045,-133.728
0.418,0.118,0.011,-52.612,322.571,-140.808
0.843,0.460,-0.071,-40.222,306.946,-139.893
1.254,0.790,-0.303,-18.188,281.982,-117.126
1.523,0.726,-0.264,17.090,273.926,-73.608
1.742,0.627,-0.129,35.217,297.424,-36.560
2.125,0.722,-0.018,24.780,335.693,-17.151
2.483,0.779,0.220,15.930,367.065,-2.075
2.622,0.616,0.590,13.184,388.367,20.508
2.634,0.122,1.070,8.301,401.855,47.729
2.781,-0.199,1.337,0.366,403.259,70.374
2.460,-0.884,1.766,-10.925,395.874,98.145
2.162,-1.445,2.208,-33.752,385.498,91.125
1.870,-1.436,2.525,-74.341,358.032,55.664
1.416,-0.948,2.736,-100.159,311.401,7.202
0.915,-0.245,2.929,-80.872,257.874,-39.551
0.555,0.266,3.314,-15.625,207.336,-70.313
0.426,0.522,3.650,57.922,164.062,-78.186
0.241,0.444,3.325,109.619,97.656,-63.965
0.191,0.084,2.530,147.461,-13.184,-33.142
0.336,-0.128,1.588,157.715,-104.187,-9.277
0.453,-0.314,0.798,148.743,-141.724,0.854
0.378,-0.451,0.305,127.686,-127.014,-3.906
0.324,-0.466,0.172,97.900,-75.012,-21.851
0.284,-0.344,0.293,66.895,-18.921,-36.682
0.240,-0.224,0.518,41.809,13.855,-37.292
0.251,-0.117,0.679,18.066,24.963,-28.381
0.180,-0.010,0.650,-5.859,29.419,-13.123
0.274,-0.120,0.871,-21.729,41.321,-0.061
0.329,-0.136,1.037,-42.297,49.438,2.808
0.331,-0.162,1.209,-55.481,55.847,8.972
0.299,-0.173,1.359,-57.251,61.218,12.146
0.345,-0.175,1.485,-46.448,64.819,11.719
0.377,-0.200,1.543,-24.292,56.274,9.827
0.339,-0.276,1.537,2.563,35.034,6.653
0.306,-0.313,1.454,24.475,11.536,1.343
0.293,-0.300,1.328,36.377,-5.615,-4.517
0.281,-0.281,1.220,40.649,-14.404,-9.216
0.262,-0.247,1.134,38.086,-15.930,-12.024
0.246,-0.220,1.076,31.555,-14.709,-13.000
0.231,-0.205,1.024,23.376,-12.878,-12.512
0.214,-0.182,0.973,15.076,-11.047,-11.047
0.209,-0.167,0.930,8.362,-8.667,-9.033
0.212,-0.149,0.906,3.113,-5.066,-7.385
0.228,-0.120,0.920,-0.427,-0.427,-6.165
0.215,-0.107,0.952,-2.441,4.089,-4.822
0.227,-0.089,0.997,-2.563,5.920,-2.808
0.209,-0.136,0.973,-1.404,3.235,0.854
0.226,-0.175,0.930,-1.343,2.930,1.526
0.222,-0.187,0.927,-3.113,5.981,0.793
0.192,-0.171,0.971,-3.540,10.498,-0.732
0.184,-0.161,1.039,-1.465,13.489,-1.099
0.190,-0.161,1.095,1.648,11.780,0.305
0.181,-0.173,1.110,3.784,5.249,2.502
0.193,-0.170,1.070,4.700,-2.075,4.211
0.196,-0.183,1.025,6.897,-8.850,5.737
0.235,-0.218,0.974,8.240,-13.062,7.507
0.256,-0.237,0.915,5.310,-13.000,6.409
0.222,-0.215,0.880,1.343,-9.460,2.319
0.227,-0.171,0.901,-0.793,-3.235,-1.038
0.224,-0.143,0.936,-0.854,0.549,-1.343
0.209,-0.149,0.954,-0.366,-0.183,0.610
0.222,-0.140,0.931,-1.587,-2.258,3.235
1.061,0.036,1.959,16.968,-81.055,23.560
1.301,0.131,2.045,29.785,-101.807,37.109
1.573,0.164,2.094,47.119,-130.188,52.795
2.068,0.286,1.918,58.533,-164.307,66.833
2.272,0.179,1.728,77.148,-206.055,81.604
2.307,0.059,1.487,101.135,-250.305,85.449
2.365,0.047,1.149,125.000,-289.612,76.599
2.259,0.021,0.848,159.485,-326.416,61.768
2.069,-0.023,0.718,193.542,-346.497,44.922
1.788,0.036,0.686,207.764,-342.773,24.109
1.521,0.061,0.801,198.364,-325.439,5.493
1.408,0.141,0.841,170.776,-308.899,-5.066
1.105,0.195,0.767,140.320,-307.922,-8.057
0.790,0.240,0.657,120.239,-313.232,-6.836
0.534,0.186,0.539,105.835,-311.829,-2.319
0.353,0.151,0.412,91.919,-303.711,2.197
0.129,0.017,0.357,80.261,-298.889,5.432
-0.095,-0.127,0.299,64.697,-296.997,5.188
-0.388,-0.222,0.119,39.307,-295.349,3.784
-0.629,-0.329,0.003,17.029,-291.443,2.869
-0.830,-0.431,-0.101,1.221,-284.119,4.211
-1.063,-0.583,-0.268,-8.362,-278.625,9.399
-1.310,-0.773,-0.476,-11.841,-275.146,13.367
-1.511,-0.931,-0.751,-15.076,-269.958,12.634
-1.747,-1.125,-1.102,-20.325,-267.273,10.376
-1.962,-1.261,-1.564,-28.564,-265.869,7.568
-2.141,-1.392,-2.104,-35.278,-264.709,6.042
-2.272,-1.391,-2.744,-36.072,-261.292,6.775
-2.371,-1.422,-3.255,-24.048,-247.742,9.277
-2.359,-1.410,-3.543,-4.395,-214.111,5.432
-2.199,-1.288,-3.564,12.329,-159.424,-9.216
-2.041,-1.201,-3.172,24.536,-87.891,-28.625
-1.836,-1.049,-2.499,22.034,-9.033,-49.927
-1.630,-0.833,-1.804,6.592,52.795,-66.345
-1.559,-0.631,-1.287,-10.986,86.365,-72.144
-1.500,-0.489,-0.895,-21.484,102.356,-70.923
-1.459,-0.416,-0.641,-24.841,109.802,-65.125
-1.403,-0.397,-0.479,-25.269,115.417,-55.969
-1.351,-0.403,-0.357,-24.109,121.033,-48.462
-1.300,-0.416,-0.276,-25.696,126.953,-43.640
-1.219,-0.419,-0.243,-31.067,133.728,-40.161
-1.175,-0.473,-0.222,-35.767,139.709,-36.987
-1.140,-0.536,-0.166,-38.879,146.912,-37.476
-1.025,-0.506,-0.141,-45.166,155.029,-44.678
-0.928,-0.429,-0.198,-50.842,160.522,-50.110
-0.955,-0.487,-0.152,-49.927,167.297,-47.607
-0.918,-0.486,-0.081,-51.636,180.054,-48.218
-0.834,-0.433,-0.062,-56.946,188.354,-53.040
-0.644,-0.281,-0.040,-59.937,188.049,-55.176
-0.753,-0.323,-0.032,-59.875,182.129,-48.218
-0.737,-0.421,-0.047,-64.209,186.340,-53.406
-0.455,-0.335,-0.177,-82.153,197.510,-70.740
-0.047,-0.124,-0.389,-94.727,207.092,-90.088
0.077,-0.009,-0.508,-86.853,218.689,-96.741
0.168,0.005,-0.435,-62.500,250.000,-94.910
0.495,0.156,-0.295,-38.086,291.626,-94.238
0.754,0.286,-0.141,-17.151,317.200,-89.172
0.982,0.382,0.055,-1.648,327.087,-79.773
1.296,0.513,0.303,0.366,330.933,-71.106
1.670,0.671,0.584,-14.893,328.796,-62.500
2.090,0.818,0.849,-45.166,320.312,-49.133
2.551,1.059,0.878,-81.238,310.913,-27.649
2.647,0.954,0.839,-99.182,304.504,15.686
2.552,0.310,1.069,-83.557,322.266,75.317
2.397,-0.599,1.557,-63.354,360.596,121.948
2.127,-1.380,2.085,-66.589,381.653,133.057
1.640,-1.713,2.478,-95.886,359.009,101.807
1.174,-1.367,2.583,-125.061,299.866,38.879
0.810,-0.595,2.525,-118.713,228.394,-27.161
0.469,0.059,2.562,-57.434,170.227,-70.068
0.240,0.322,2.906,33.997,134.155,-82.397
0.091,0.390,3.103,105.896,112.793,-77.820
-0.028,0.297,2.719,141.296,64.392,-60.852
0.005,0.072,2.032,161.926,-24.048,-31.616
0.136,-0.056,1.286,163.818,-94.910,-5.920
0.222,-0.198,0.626,151.062,-122.437,9.766
0.224,-0.344,0.202,130.127,-106.689,9.949
0.226,-0.447,0.036,101.440,-58.716,-4.822
0.202,-0.446,0.158,69.092,-4.822,-21.973
0.234,-0.319,0.373,36.194,34.424,-32.837
0.136,-0.214,0.546,6.348,51.025,-32.166
0.197,-0.152,0.794,-17.273,58.838,-27.527
0.261,-0.060,1.003,-40.100,59.265,-20.569
0.206,-0.048,1.246,-54.749,56.641,-8.301
0.170,-0.016,1.434,-63.782,60.608,1.526
0.157,0.010,1.522,-64.026,63.538,9.155
0.150,-0.072,1.547,-47.424,53.833,18.616
0.191,-0.235,1.513,-21.179,33.936,26.184
0.243,-0.371,1.389,-0.977,11.536,26.184
0.260,-0.425,1.222,9.949,-7.080,17.761
0.228,-0.422,1.068,15.137,-17.151,5.615
0.182,-0.358,0.976,17.822,-17.395,-5.249
0.167,-0.285,0.952,20.264,-11.597,-12.878
0.153,-0.220,0.954,20.691,-5.859,-16.907
0.135,-0.142,0.958,16.174,-1.831,-17.883
0.112,-0.079,0.981,9.277,2.686,-15.747
0.110,-0.050,1.015,1.038,7.446,-10.864
0.117,-0.043,1.014,-7.202,8.850,-4.333
0.127,-0.090,1.014,-14.221,7.690,2.563
0.113,-0.137,0.992,-19.409,5.859,6.287
0.128,-0.157,0.973,-21.423,8.301,8.606
0.138,-0.182,0.978,-18.982,11.169,9.583
0.128,-0.230,0.992,-13.794,12.939,9.216
0.144,-0.248,0.997,-9.583,14.221,5.432
0.138,-0.235,0.993,-7.324,14.526,1.099
0.119,-0.221,1.011,-4.883,14.526,-1.404
0.126,-0.201,1.041,-3.540,13.672,-2.502
0.158,-0.166,1.036,-4.761,10.620,-2.197
0.159,-0.140,0.995,-6.592,4.456,-0.305
0.155,-0.136,0.947,-7.446,-0.671,2.441
0.158,-0.144,0.920,-6.836,-1.831,5.005
0.166,-0.155,0.920,-5.005,-0.977,6.653
0.170,-0.168,0.928,-1.831,-0.427,7.019
0.166,-0.182,0.923,0.977,-1.038,6.714
0.173,-0.196,0.896,2.502,-1.282,5.798
0.179,-0.217,0.892,2.869,1.343,3.845
0.183,-0.212,0.911,1.892,5.676,1.099
0.178,-0.200,0.941,1.282,8.484,-0.671
0.173,-0.193,0.970,1.892,8.423,-0.732
0.778,-0.427,1.968,49.500,-40.894,10.864
1.060,-0.409,2.082,69.885,-55.481,16.357
1.260,-0.447,2.256,91.736,-73.303,21.729
1.650,-0.397,2.336,107.056,-97.595,21.790
1.988,-0.344,2.359,113.953,-133.606,20.630
2.397,-0.140,2.115,110.474,-183.533,14.832
2.611,0.070,1.659,110.291,-242.920,10.376
2.660,0.162,1.132,122.620,-292.175,7.446
2.665,0.122,0.748,145.325,-318.481,-0.977
2.594,0.006,0.511,165.710,-321.838,-18.921
2.372,-0.010,0.519,169.189,-309.387,-42.664
2.068,-0.007,0.644,154.480,-292.358,-58.228
1.862,0.043,0.729,123.596,-286.865,-59.570
1.542,0.165,0.601,82.336,-295.349,-53.284
1.172,0.243,0.472,49.438,-307.983,-41.199
0.772,0.300,0.337,27.344,-311.157,-28.259
0.443,0.275,0.314,17.639,-303.162,-18.250
0.182,0.219,0.322,12.939,-291.016,-15.442
0.004,0.142,0.354,5.432,-278.748,-11.597
-0.297,0.056,0.371,-8.301,-270.081,-5.859
-0.531,-0.016,0.378,-24.902,-268.127,1.099
-0.738,-0.115,0.311,-38.879,-271.118,11.475
-0.925,-0.266,0.129,-47.913,-279.480,26.550
-1.133,-0.401,-0.206,-54.565,-289.001,38.696
-1.452,-0.609,-0.623,-56.702,-295.654,46.265
-1.784,-0.788,-1.180,-58.838,-297.729,49.805
-2.134,-0.977,-1.999,-54.993,-302.979,50.781
-2.659,-1.144,-3.128,-29.419,-315.125,49.377
-3.066,-1.092,-4.000,28.992,-314.697,35.583
-3.084,-0.945,-4.000,119.507,-269.775,5.859
-2.826,-0.776,-4.000,202.759,-170.593,-32.837
-2.490,-0.790,-3.838,227.722,-35.706,-61.279
-2.066,-0.722,-2.272,166.321,86.914,-66.833
-1.855,-0.536,-1.081,33.813,148.926,-45.532
-1.608,-0.401,-0.261,-105.713,165.527,-2.075
-1.361,-0.426,0.339,-209.473,159.973,48.462
-1.133,-0.467,0.735,-272.095,142.517,83.862
-1.061,-0.406,0.836,-299.255,114.258,96.558
-1.144,-0.311,0.731,-290.222,84.106,94.116
-1.220,-0.325,0.561,-242.493,66.223,83.496
-1.239,-0.464,0.382,-165.222,61.401,64.270
-1.239,-0.667,0.249,-78.064,65.063,35.950
-1.198,-0.866,0.183,1.160,75.012,1.648
-1.120,-1.010,0.217,60.486,88.257,-33.447
-1.050,-1.074,0.296,90.088,101.318,-63.354
-0.981,-1.044,0.399,88.562,111.511,-83.740
-0.932,-0.942,0.479,63.538,114.807,-93.750
-0.908,-0.784,0.509,28.748,111.816,-92.285
-0.944,-0.693,0.517,-3.845,106.995,-81.421
-1.007,-0.577,0.459,-27.710,103.333,-66.650
-1.028,-0.660,0.363,-35.889,101.074,-52.307
-0.905,-0.714,0.186,-39.490,104.126,-56.274
-0.822,-0.715,0.085,-41.870,107.910,-74.036
-0.823,-0.657,0.053,-37.170,113.770,-95.215
-0.757,-0.534,0.074,-26.489,124.756,-112.061
-0.625,-0.364,0.068,-11.841,136.536,-119.934
-0.586,-0.273,0.059,2.441,144.958,-115.906
-0.532,-0.242,0.112,11.902,155.273,-107.117
-0.436,-0.169,0.130,10.437,164.978,-98.999
-0.338,-0.125,0.107,2.808,168.457,-91.309
-0.271,-0.092,0.056,-7.996,170.410,-82.886
-0.228,-0.084,0.046,-18.433,176.758,-76.111
-0.166,-0.033,0.030,-28.015,188.477,-71.350
-0.056,0.054,0.036,-32.227,202.942,-67.688
0.133,0.138,-0.002,-29.541,214.661,-61.462
0.297,0.176,-0.054,-18.738,222.351,-50.171
0.458,0.214,-0.093,-5.066,232.483,-39.063
0.683,0.267,-0.116,6.958,246.887,-29.785
0.886,0.297,-0.064,17.151,262.512,-20.508
1.080,0.357,0.060,23.071,277.954,-11.169
1.347,0.448,0.173,21.729,289.978,0.183
1.565,0.474,0.222,17.639,294.495,18.921
1.674,0.316,0.320,17.273,295.471,42.114
1.772,0.079,0.481,15.747,298.340,60.486
1.973,-0.137,0.628,9.033,301.819,72.937
1.992,-0.507,0.870,0.916,303.650,85.632
1.791,-0.903,1.221,-11.414,305.725,90.698
1.573,-1.064,1.620,-34.058,303.162,77.515
1.374,-0.956,1.984,-59.753,286.926,49.438
1.110,-0.682,2.322,-74.341,258.057,17.761
0.866,-0.355,2.698,-69.885,227.173,-6.775
0.694,-0.025,3.324,-52.490,199.463,-26.184
0.568,0.350,3.330,-38.086,175.598,-41.809
0.390,0.271,2.979,5.371,94.971,-31.982
0.355,-0.126,2.280,70.740,-17.822,-9.766
0.424,-0.353,1.513,111.145,-94.543,-2.747
0.540,-0.467,0.902,125.549,-122.681,-12.451
0.523,-0.447,0.583,122.009,-110.840,-29.358
0.369,-0.368,0.572,107.788,-77.209,-49.194
