aX,aY,aZ,gX,gY,gZ
-1.076,-0.323,-0.320,513.306,91.736,342.407
-1.057,-0.295,-0.405,465.454,65.918,363.831
-0.936,-0.276,-0.476,430.115,50.903,373.413
-0.789,-0.259,-0.505,403.137,42.358,372.681
-0.719,-0.215,-0.453,379.028,36.316,361.694
-0.643,-0.119,-0.342,362.732,31.555,338.013
-0.547,-0.038,-0.209,354.919,28.137,302.917
-0.380,0.047,-0.105,350.464,18.494,256.836
-0.082,0.209,-0.036,333.557,1.587,208.923
0.338,0.537,-0.115,284.851,-16.968,176.025
0.686,0.974,-0.243,206.787,-33.508,169.250
0.834,1.472,-0.340,127.136,-32.410,182.556
1.046,1.932,-0.361,92.163,2.502,194.580
1.508,2.234,-0.300,123.169,65.491,193.848
2.191,2.218,-0.260,200.562,126.465,184.265
2.684,1.748,-0.289,288.940,150.574,168.457
3.196,1.408,-0.761,357.239,126.709,146.729
3.461,0.925,-1.080,370.422,65.979,154.236
3.009,0.176,-1.635,252.075,-2.136,210.083
2.340,-0.602,-2.005,73.059,-49.255,238.098
1.687,-1.031,-1.932,-50.171,-65.674,205.688
1.205,-1.160,-1.548,-115.906,-41.565,123.901
0.996,-1.018,-1.103,-150.085,11.169,16.724
1.067,-0.669,-0.736,-179.749,69.763,-90.454
1.284,-0.122,-0.564,-218.323,103.210,-171.814
1.399,0.485,-0.670,-260.010,89.844,-215.149
1.303,0.857,-0.842,-297.546,46.692,-219.238
1.136,1.007,-0.989,-326.660,4.211,-195.129
0.992,0.930,-1.067,-341.370,-28.748,-157.593
0.830,0.697,-1.037,-346.924,-50.049,-117.798
0.719,0.384,-0.895,-350.647,-57.861,-88.074
0.794,0.111,-0.740,-353.271,-66.162,-76.050
0.925,-0.101,-0.652,-361.877,-83.679,-72.083
0.981,-0.329,-0.605,-383.728,-105.774,-70.068
1.012,-0.517,-0.605,-414.490,-131.348,-79.773
1.004,-0.662,-0.627,-442.932,-159.363,-100.525
0.876,-0.701,-0.604,-469.666,-185.364,-122.192
0.729,-0.687,-0.566,-494.995,-204.834,-139.526
0.658,-0.575,-0.438,-512.451,-215.149,-151.917
0.714,-0.453,-0.367,-520.813,-214.050,-156.738
0.762,-0.408,-0.298,-514.893,-209.167,-150.085
0.834,-0.370,-0.198,-493.774,-207.886,-137.024
0.910,-0.506,-0.125,-470.032,-198.120,-113.708
0.991,-0.726,-0.019,-453.796,-201.721,-102.966
1.045,-0.858,-0.034,-451.660,-214.844,-104.126
0.899,-0.756,-0.109,-465.820,-235.413,-102.478
0.461,-0.549,-0.092,-479.736,-259.766,-94.727
0.012,-0.354,0.044,-476.135,-265.564,-86.487
-0.257,-0.236,0.207,-451.965,-239.441,-79.590
-0.329,-0.250,0.398,-411.926,-190.918,-69.763
-0.202,-0.345,0.519,-367.798,-137.817,-60.730
0.021,-0.519,0.626,-333.618,-89.600,-53.955
0.329,-0.655,0.707,-319.214,-54.199,-50.415
0.555,-0.655,0.703,-322.693,-32.166,-49.927
0.547,-0.550,0.644,-324.036,-28.015,-49.377
0.256,-0.342,0.677,-296.997,-42.542,-53.162
-0.055,-0.155,0.826,-237.366,-61.035,-66.345
-0.243,-0.134,1.050,-168.274,-63.721,-82.764
-0.260,-0.191,1.170,-119.873,-48.218,-92.041
-0.080,-0.261,1.224,-104.614,-30.884,-86.121
0.080,-0.254,1.152,-121.399,-26.245,-68.604
0.187,-0.280,1.010,-148.376,-34.241,-41.260
0.181,-0.370,0.939,-166.748,-42.358,-10.254
0.133,-0.452,0.931,-175.232,-46.143,9.155
0.110,-0.428,0.927,-175.232,-48.645,10.803
0.060,-0.377,0.934,-162.476,-53.162,-0.244
-0.054,-0.315,0.938,-136.414,-57.678,-13.855
-0.141,-0.327,0.967,-104.065,-59.631,-26.733
-0.137,-0.380,0.968,-80.933,-57.800,-37.781
-0.122,-0.382,0.906,-77.820,-54.993,-42.542
-0.098,-0.354,0.858,-86.121,-53.955,-39.551
-0.089,-0.337,0.831,-95.703,-53.284,-31.677
-0.112,-0.288,0.825,-101.624,-49.988,-22.400
-0.124,-0.214,0.881,-100.708,-48.218,-15.686
-0.137,-0.219,0.955,-99.670,-46.814,-11.047
-0.146,-0.233,0.876,-101.563,-46.753,-6.042
-0.188,-0.255,0.710,-100.647,-50.354,-4.211
-0.300,-0.258,0.557,-97.229,-52.429,-8.972
-0.401,-0.234,0.499,-90.393,-46.875,-19.104
-0.397,-0.203,0.534,-82.031,-34.363,-30.762
-0.449,-0.202,0.681,-80.139,-21.179,-38.330
-0.439,-0.209,0.763,-81.787,-10.864,-39.307
-0.463,-0.207,0.765,-84.534,-3.784,-31.494
-0.515,-0.209,0.740,-87.952,-5.554,-26.733
-0.573,-0.240,0.693,-88.989,-7.385,-25.269
-0.609,-0.180,0.652,-87.891,-5.127,-27.161
-0.691,-0.110,0.660,-86.548,0.122,-32.776
-0.806,-0.044,0.717,-80.688,6.042,-38.147
-0.829,-0.045,0.708,-70.740,13.428,-41.443
-0.840,-0.128,0.731,-60.608,26.489,-38.940
-0.841,-0.238,0.741,-52.368,40.161,-33.875
-0.798,-0.369,0.698,-48.462,47.974,-31.006
-0.675,-0.320,0.592,-48.828,49.927,-29.724
-0.581,-0.296,0.542,-49.011,55.786,-24.902
-0.446,-0.284,0.699,-43.762,70.190,-21.301
-0.226,-0.170,1.043,-49.133,91.492,-24.658
0.086,0.043,1.421,-74.341,119.873,-29.541
0.461,0.277,1.757,-93.079,138.733,-31.433
0.748,0.465,2.072,-93.140,136.047,-29.907
0.973,0.567,2.256,-81.055,114.807,-27.222
1.099,0.587,2.234,-58.716,77.515,-24.963
1.039,0.567,2.060,-31.555,30.029,-26.428
0.438,0.479,1.762,23.193,-43.518,-42.297
0.232,0.436,1.625,42.480,-57.251,-49.072
0.075,0.345,1.487,52.612,-62.988,-45.898
-0.031,0.262,1.324,51.758,-65.857,-35.583
-0.115,0.211,1.187,42.969,-64.819,-23.254
-0.155,0.153,1.067,34.058,-58.289,-9.705
-0.171,0.084,0.984,29.236,-49.072,2.808
-0.117,-0.012,0.914,23.743,-39.063,12.817
-0.060,-0.069,0.858,13.306,-27.710,18.005
-0.037,-0.075,0.806,2.197,-18.250,18.188
-0.068,-0.059,0.805,-1.282,-11.902,14.343
-0.083,-0.039,0.833,3.845,-7.874,8.789
-0.047,-0.051,0.798,9.949,-5.066,4.333
-0.016,-0.103,0.707,11.108,-0.977,0.916
-0.033,-0.077,0.690,6.714,5.859,-4.822
-0.043,-0.008,0.747,1.282,13.916,-12.817
-0.026,0.061,0.825,-0.244,20.264,-17.639
-0.009,0.102,0.899,0.671,22.583,-16.663
-0.007,0.127,0.919,1.465,20.691,-11.719
0.005,0.136,0.932,3.052,15.259,-5.310
0.075,0.056,0.896,1.709,9.094,1.953
0.085,0.057,0.784,-11.108,7.019,5.920
0.013,0.114,0.798,-24.841,12.085,4.578
-0.004,0.168,0.956,-24.292,20.813,-1.648
0.031,0.200,1.061,-18.188,28.625,-6.470
0.046,0.215,1.085,-12.939,30.151,-7.629
0.051,0.233,1.074,-6.714,26.733,-6.836
0.047,0.242,1.093,0.183,23.621,-5.737
0.049,0.244,1.122,6.042,21.790,-3.784
0.067,0.243,1.140,8.850,20.020,0.488
0.095,0.216,1.147,9.094,16.357,7.019
0.157,0.161,1.108,6.226,10.071,14.160
0.142,0.129,1.050,-1.404,4.822,19.348
0.064,0.126,1.031,-8.118,3.601,20.142
0.054,0.128,1.074,-7.507,7.629,15.198
0.092,0.133,1.125,-2.319,12.451,9.033
0.108,0.135,1.134,3.906,10.986,5.798
0.085,0.133,1.113,10.010,3.845,5.920
0.066,0.117,1.068,13.428,-2.686,8.484
0.090,0.086,1.007,13.489,-5.066,12.207
0.101,0.048,0.967,9.644,-4.822,15.930
0.078,0.027,0.963,4.395,-2.625,17.212
0.070,0.027,0.995,1.221,0.854,14.587
0.088,0.038,1.030,0.610,4.883,10.803
0.098,0.058,1.042,1.099,6.714,8.057
0.089,0.069,1.047,4.333,4.944,7.019
0.083,0.074,1.047,8.423,1.465,6.531
0.090,0.079,1.020,10.376,-0.854,7.019
0.113,0.045,0.990,10.681,-3.052,7.996
0.119,0.007,0.965,6.958,-4.089,8.667
0.093,0.010,0.949,0.000,-3.235,7.690
0.063,0.036,0.971,-3.113,-1.465,4.883
0.065,0.047,1.001,-1.404,0.549,1.831
0.072,0.054,1.011,0.793,1.343,-0.427
0.070,0.061,0.997,1.709,0.061,-1.465
0.065,0.067,0.988,2.014,-1.770,-1.831
0.065,0.077,0.980,0.610,-2.075,-1.038
0.067,0.087,0.977,-1.770,-0.244,0.000
0.070,0.095,1.003,-2.197,2.502,0.061
0.088,0.098,1.027,-1.038,4.272,-0.732
0.091,0.108,1.021,0.732,4.333,-1.404
0.077,0.104,1.017,3.601,2.808,-2.136
0.064,0.107,1.024,6.470,1.709,-3.418
0.070,0.103,1.027,8.179,1.587,-4.089
0.074,0.095,1.029,8.972,1.343,-4.089
0.063,0.098,1.037,9.155,0.427,-3.845
0.050,0.105,1.056,9.155,0.000,-3.113
0.048,0.130,1.101,10.620,0.061,-1.770
0.039,0.175,1.177,14.038,-0.183,0.488
0.051,0.192,1.244,23.376,-1.526,3.540
0.064,0.219,1.313,39.368,-5.066,6.958
0.065,0.255,1.402,60.425,-11.902,11.902
0.089,0.261,1.476,87.036,-20.752,21.484
0.084,0.221,1.548,114.746,-31.921,36.682
0.074,0.156,1.599,140.259,-45.166,56.396
0.050,0.066,1.638,164.673,-61.707,76.477
-0.011,0.020,1.671,186.279,-79.407,93.689
-0.037,0.002,1.668,210.815,-92.896,105.835
-0.088,-0.055,1.634,245.667,-101.379,114.380
-0.170,-0.180,1.605,294.006,-110.779,120.239
-0.235,-0.320,1.546,350.342,-120.056,122.131
-0.273,-0.411,1.373,409.119,-128.052,119.507
-0.309,-0.432,1.098,469.666,-133.362,109.924
-0.418,-0.390,0.768,536.804,-132.629,97.351
-0.532,-0.366,0.410,614.746,-119.934,88.379
-0.736,-0.437,0.115,696.777,-94.849,87.708
-0.887,-0.566,-0.117,771.118,-57.495,97.412
-1.028,-0.716,-0.294,823.303,-5.676,115.234
-1.124,-0.821,-0.440,845.581,56.213,138.977
-1.237,-0.896,-0.508,840.698,121.338,166.260
-1.227,-0.917,-0.557,818.909,181.824,193.787
-1.076,-0.929,-0.608,788.635,226.318,217.590
-0.922,-0.903,-0.600,755.249,246.948,238.892
-0.823,-0.847,-0.588,719.299,247.314,256.348
-0.812,-0.815,-0.553,680.054,229.004,273.376
-0.823,-0.750,-0.472,635.559,198.792,293.518
-0.795,-0.697,-0.454,587.097,167.725,313.232
-0.770,-0.618,-0.471,541.931,135.986,327.881
-0.800,-0.637,-0.484,504.822,107.422,334.229
-0.886,-0.626,-0.442,475.647,82.581,333.923
-0.968,-0.585,-0.346,444.031,68.909,329.224
-0.986,-0.528,-0.201,411.194,66.711,316.711
-0.970,-0.418,-0.015,384.949,62.561,293.640
-0.901,-0.241,0.146,368.286,46.753,261.169
-0.721,-0.005,0.271,354.614,19.531,222.961
-0.444,0.262,0.310,330.322,-14.832,184.998
-0.101,0.569,0.148,291.321,-39.429,154.785
0.262,0.941,-0.107,252.869,-40.405,130.920
0.617,1.456,-0.276,219.421,-27.588,112.122
1.122,1.952,-0.424,176.758,-2.380,95.886
1.658,2.432,-0.383,143.066,34.119,87.158
2.409,2.720,-0.275,147.644,62.805,84.167
3.153,2.560,-0.187,185.486,56.213,91.064
3.478,1.920,-0.245,221.375,4.089,115.479
3.387,1.119,-0.742,217.346,-72.144,158.569
2.776,0.063,-1.219,146.301,-136.353,213.257
2.103,-0.710,-1.569,29.419,-167.603,229.797
1.680,-1.019,-1.866,-61.951,-150.146,190.125
1.407,-1.049,-1.932,-89.905,-99.854,117.065
1.166,-0.621,-1.194,-84.351,11.780,-59.509
1.283,-0.124,-0.954,-128.845,46.326,-135.803
1.428,0.493,-0.913,-192.566,50.537,-183.899
1.431,1.000,-0.981,-248.657,26.245,-201.538
1.341,1.217,-1.030,-282.227,-7.141,-197.327
1.209,1.272,-1.091,-293.945,-35.522,-177.490
1.073,1.164,-1.140,-293.701,-53.650,-149.231
0.932,0.989,-1.158,-289.429,-60.120,-121.216
0.800,0.776,-1.085,-281.372,-60.791,-99.609
0.718,0.566,-0.971,-273.132,-59.448,-85.693
0.701,0.374,-0.813,-270.203,-55.786,-73.425
0.704,0.192,-0.667,-273.132,-53.406,-62.622
0.677,0.060,-0.506,-277.039,-55.176,-56.274
0.719,-0.053,-0.461,-278.381,-59.021,-57.312
0.779,-0.166,-0.467,-278.625,-64.880,-65.735
0.802,-0.304,-0.542,-278.564,-72.021,-78.003
0.745,-0.440,-0.596,-279.724,-78.491,-90.515
0.661,-0.493,-0.620,-287.109,-86.487,-104.980
0.606,-0.524,-0.610,-295.532,-96.008,-121.887
0.580,-0.570,-0.556,-299.561,-105.957,-135.803
0.516,-0.648,-0.469,-303.284,-118.042,-143.250
0.453,-0.564,-0.319,-310.486,-128.296,-149.292
0.359,-0.491,-0.355,-313.110,-122.437,-143.738
0.378,-0.407,-0.335,-298.950,-126.282,-152.039
0.422,-0.486,-0.267,-279.907,-122.742,-153.015
0.444,-0.667,-0.217,-273.010,-112.854,-140.625
0.487,-0.814,-0.224,-280.090,-108.521,-125.854
0.478,-0.921,-0.294,-290.161,-114.929,-111.389
0.327,-0.965,-0.319,-291.382,-132.690,-97.778
0.086,-1.000,-0.217,-284.790,-151.245,-88.196
-0.078,-0.973,-0.085,-278.564,-152.954,-86.548
-0.083,-0.938,0.027,-277.344,-135.071,-90.881
0.079,-0.882,0.107,-281.799,-113.342,-97.229
0.229,-0.815,0.197,-290.222,-101.563,-100.647
0.316,-0.791,0.281,-298.706,-101.685,-98.877
0.358,-0.808,0.356,-305.176,-111.328,-89.905
0.320,-0.871,0.395,-318.176,-125.854,-71.533
0.165,-0.927,0.400,-336.548,-142.090,-48.157
-0.052,-0.901,0.403,-348.145,-154.114,-31.982
-0.227,-0.816,0.434,-346.497,-157.227,-27.588
-0.309,-0.726,0.465,-340.637,-146.851,-30.029
-0.228,-0.633,0.496,-339.233,-121.887,-33.386
-0.083,-0.643,0.542,-337.646,-94.543,-32.715
0.040,-0.656,0.549,-336.243,-73.975,-31.616
0.107,-0.602,0.512,-333.496,-58.838,-33.447
0.084,-0.533,0.518,-316.895,-49.988,-34.546
-0.077,-0.609,0.621,-284.180,-44.128,-32.715
-0.189,-0.662,0.771,-247.681,-36.377,-36.987
-0.219,-0.583,0.843,-220.154,-29.114,-47.729
-0.102,-0.551,0.875,-203.491,-19.226,-59.937
-0.040,-0.479,0.896,-196.472,-10.010,-63.293
0.025,-0.421,0.907,-194.763,-13.794,-64.148
0.034,-0.353,0.865,-198.792,-21.240,-65.247
0.009,-0.263,0.845,-201.050,-26.733,-64.941
-0.020,-0.232,0.794,-200.256,-32.593,-64.575
-0.094,-0.152,0.702,-198.486,-36.011,-60.730
-0.223,-0.071,0.681,-191.223,-34.851,-54.260
-0.300,-0.076,0.726,-178.345,-29.297,-50.537
-0.272,-0.101,0.715,-169.189,-19.653,-49.500
-0.262,-0.093,0.608,-166.687,-11.108,-48.157
-0.277,-0.095,0.549,-163.208,-7.385,-46.265
-0.291,-0.124,0.540,-160.156,-5.615,-45.776
-0.318,-0.151,0.532,-163.147,-2.808,-46.326
-0.364,-0.098,0.507,-166.321,-0.549,-46.021
-0.388,-0.032,0.451,-160.583,4.944,-40.161
-0.477,-0.089,0.468,-141.663,19.775,-29.663
-0.546,-0.236,0.662,-115.540,38.696,-23.437
-0.482,-0.234,0.878,-105.896,57.251,-28.809
-0.370,-0.075,1.002,-116.211,75.073,-36.499
-0.288,0.079,1.108,-118.652,87.097,-39.001
-0.209,0.135,1.300,-103.088,91.736,-37.781
-0.120,0.157,1.521,-87.341,96.252,-34.668
-0.028,0.167,1.677,-79.712,101.196,-31.494
0.053,0.209,1.788,-72.205,100.098,-28.748
0.094,0.227,1.916,-58.289,92.651,-23.071
0.155,0.180,2.013,-40.833,82.397,-16.052
0.238,0.128,2.027,-26.672,68.970,-10.437
0.322,0.075,1.939,-17.456,51.575,-6.165
0.373,0.040,1.813,-11.169,33.264,-5.127
0.374,0.023,1.711,-3.235,17.334,-8.484
0.358,0.016,1.641,7.812,3.052,-13.672
0.355,0.009,1.553,16.968,-9.277,-18.738
0.340,0.014,1.406,20.752,-20.386,-21.240
0.274,0.022,1.259,22.400,-29.907,-21.362
0.206,0.028,1.143,25.696,-37.537,-20.935
0.150,0.048,1.062,28.564,-41.687,-20.203
0.104,0.070,0.987,29.053,-42.786,-17.090
0.097,0.075,0.898,28.137,-42.969,-11.658
0.093,0.055,0.808,26.306,-41.565,-5.493
0.091,0.022,0.728,23.865,-38.879,-1.831
0.074,0.014,0.688,19.531,-33.936,-2.197
0.061,0.045,0.681,14.221,-24.780,-5.615
0.055,0.099,0.702,12.085,-13.794,-9.827
0.054,0.131,0.765,13.794,-5.005,-12.207
0.075,0.145,0.814,15.747,1.160,-11.902
0.099,0.145,0.819,15.259,4.089,-9.094
0.098,0.154,0.825,12.939,3.357,-5.249
0.072,0.157,0.839,9.644,2.930,-0.549
0.081,0.139,0.872,7.202,4.272,4.761
0.130,0.112,0.903,3.113,7.080,9.216
0.146,0.077,0.906,-3.174,10.010,12.695
0.135,0.066,0.939,-8.423,12.268,13.062
0.132,0.087,1.003,-11.169,15.076,9.033
0.131,0.104,1.075,-7.141,17.151,4.761
0.125,0.101,1.118,1.160,15.015,2.319
0.117,0.088,1.113,8.972,9.338,2.258
0.125,0.062,1.078,13.489,3.174,4.211
0.117,0.029,1.031,12.573,-0.061,7.629
0.094,-0.003,1.015,7.629,0.305,10.437
0.099,-0.014,1.042,1.343,3.784,10.742
0.109,-0.002,1.072,-4.028,7.446,9.094
0.108,0.030,1.105,-5.676,7.690,6.592
0.097,0.053,1.124,-2.380,4.578,4.456
0.101,0.069,1.100,3.662,0.000,3.296
0.116,0.066,1.049,9.460,-3.540,4.150
0.132,0.031,0.998,12.146,-5.249,5.981
0.123,0.010,0.968,10.193,-4.883,6.165
0.113,0.021,0.967,6.592,-3.052,5.005
0.101,0.036,0.982,5.005,-1.343,3.784
-0.511,-0.549,1.657,298.279,-115.173,49.316
-0.569,-0.552,1.475,336.060,-121.765,41.626
-0.651,-0.525,1.306,383.423,-121.460,31.128
-0.748,-0.524,1.157,438.843,-114.014,20.447
-0.803,-0.509,0.982,500.549,-99.365,10.193
-0.877,-0.457,0.740,568.298,-79.895,4.883
-0.996,-0.375,0.478,639.038,-53.955,5.615
-1.102,-0.333,0.211,710.449,-19.165,14.038
-1.289,-0.376,-0.015,772.644,24.902,32.959
-1.498,-0.429,-0.155,817.444,76.660,59.570
-1.704,-0.505,-0.253,833.862,134.155,89.478
-1.792,-0.569,-0.299,819.763,194.031,120.544
-1.685,-0.594,-0.240,784.119,245.361,149.170
-1.464,-0.574,-0.116,739.624,275.330,173.767
-1.235,-0.508,0.013,689.575,276.611,194.763
-1.075,-0.438,0.102,639.893,253.174,213.135
-0.974,-0.376,0.155,597.961,217.224,225.037
-0.858,-0.294,0.169,562.561,176.636,229.492
-0.759,-0.162,0.198,532.288,136.658,226.807
-0.583,0.057,0.232,505.432,99.670,214.722
-0.293,0.323,0.295,475.098,65.308,201.111
0.119,0.537,0.282,435.364,31.616,191.895
0.552,0.659,0.130,394.592,0.061,178.650
0.895,0.775,-0.104,365.234,-27.466,154.419
1.240,0.987,-0.325,345.337,-44.861,120.911
1.682,1.235,-0.555,331.421,-40.833,85.510
2.209,1.579,-0.831,331.604,-21.606,55.542
2.732,1.972,-1.177,344.116,-4.700,50.537
3.025,1.997,-1.498,348.938,1.526,90.637
3.045,1.370,-1.876,330.872,-3.906,158.569
2.845,0.510,-2.303,293.884,-18.555,209.839
2.440,-0.490,-2.404,235.352,-50.171,224.548
1.959,-1.258,-2.075,132.996,-85.144,208.801
1.564,-1.589,-1.677,-3.174,-90.271,164.978
1.328,-1.438,-1.454,-121.948,-59.875,91.980
1.194,-1.034,-1.278,-185.852,-17.151,4.028
1.189,-0.455,-1.144,-204.712,19.653,-74.768
1.285,0.093,-1.127,-205.505,47.485,-122.131
1.328,0.491,-1.189,-203.613,63.538,-135.681
1.292,0.727,-1.246,-194.824,66.528,-129.028
1.197,0.835,-1.221,-181.763,58.533,-115.051
1.066,0.818,-1.147,-176.819,46.143,-97.595
0.931,0.694,-1.024,-190.735,32.593,-79.773
0.808,0.554,-0.895,-220.276,16.602,-65.125
0.740,0.377,-0.738,-252.625,-4.578,-55.847
0.678,0.219,-0.594,-283.813,-29.175,-49.500
0.590,0.080,-0.484,-312.561,-53.467,-44.983
0.499,-0.019,-0.437,-333.008,-73.975,-41.504
0.443,-0.105,-0.456,-340.271,-90.637,-39.490
0.416,-0.200,-0.493,-335.876,-102.051,-41.504
0.460,-0.290,-0.537,-325.928,-108.093,-49.011
0.552,-0.432,-0.614,-317.566,-110.596,-59.937
0.595,-0.599,-0.691,-318.726,-112.305,-69.763
0.576,-0.821,-0.692,-331.177,-119.263,-76.904
0.495,-0.845,-0.553,-354.980,-135.315,-87.646
0.346,-0.844,-0.505,-386.292,-145.752,-88.013
0.224,-0.750,-0.359,-407.532,-166.260,-99.243
0.202,-0.655,-0.262,-413.147,-173.462,-107.239
0.231,-0.600,-0.215,-412.292,-160.645,-104.309
0.302,-0.669,-0.161,-404.175,-144.897,-93.140
0.359,-0.723,-0.086,-395.142,-135.376,-82.092
0.427,-0.741,-0.055,-390.625,-133.240,-71.106
0.435,-0.821,-0.045,-387.756,-136.353,-55.115
0.320,-0.917,0.007,-384.338,-146.057,-37.170
0.082,-0.959,0.093,-386.719,-157.410,-28.076
-0.099,-0.882,0.179,-396.057,-161.926,-29.907
-0.165,-0.762,0.262,-405.029,-155.640,-35.828
-0.132,-0.613,0.314,-409.302,-144.287,-38.818
-0.041,-0.490,0.338,-410.889,-132.996,-32.898
-0.051,-0.436,0.368,-411.255,-123.230,-15.686
-0.127,-0.491,0.411,-408.203,-112.732,3.784
-0.165,-0.537,0.486,-397.156,-102.600,17.273
-0.160,-0.536,0.514,-380.859,-93.994,21.790
-0.208,-0.551,0.534,-359.863,-83.923,19.714
-0.277,-0.558,0.614,-330.139,-71.289,7.446
-0.285,-0.529,0.718,-296.326,-54.810,-17.029
-0.184,-0.481,0.769,-270.508,-37.109,-43.274
-0.088,-0.370,0.814,-257.263,-23.315,-64.819
-0.030,-0.236,0.823,-252.258,-16.785,-77.759
-0.063,-0.145,0.767,-247.131,-15.320,-77.881
-0.124,-0.104,0.731,-233.582,-15.686,-70.251
-0.135,-0.084,0.744,-217.651,-14.221,-63.477
-0.251,-0.196,0.785,-208.923,-10.864,-59.875
-0.112,-0.178,0.693,-212.280,3.235,-61.035
-0.091,-0.153,0.669,-218.384,7.141,-59.143
-0.192,-0.109,0.710,-216.187,3.662,-63.110
-0.343,-0.035,0.778,-205.933,-0.061,-68.970
-0.437,0.066,0.849,-190.430,0.793,-73.669
-0.417,0.136,0.869,-171.814,5.188,-73.975
-0.383,0.110,0.854,-153.931,14.282,-66.772
-0.478,0.128,0.957,-139.771,29.358,-55.847
-0.570,0.170,1.155,-127.808,45.837,-47.180
-0.575,0.196,1.365,-113.586,64.331,-37.842
-0.520,0.227,1.579,-95.703,81.543,-25.208
-0.395,0.164,1.712,-74.585,89.111,-9.094
-0.273,0.041,1.805,-52.673,87.524,7.263
-0.140,-0.115,1.856,-35.522,78.613,19.409
-0.011,-0.240,1.847,-26.672,65.491,27.161
0.060,-0.319,1.808,-23.499,51.453,32.532
0.106,-0.381,1.780,-20.264,39.490,33.447
0.154,-0.405,1.761,-14.893,29.053,28.198
0.213,-0.378,1.702,-9.766,18.188,18.982
0.266,-0.355,1.594,-4.944,6.714,8.057
0.291,-0.313,1.462,1.892,-4.272,-4.883
0.289,-0.246,1.358,11.292,-14.343,-20.081
0.285,-0.163,1.294,21.484,-21.545,-34.058
0.271,-0.092,1.226,28.748,-26.489,-41.931
0.263,-0.057,1.136,32.166,-31.006,-42.297
0.241,-0.035,1.028,30.273,-35.645,-37.964
0.195,-0.023,0.954,23.560,-38.147,-32.898
0.145,0.012,0.883,15.381,-37.354,-28.992
0.091,0.056,0.850,10.376,-33.875,-26.062
0.080,0.081,0.829,10.681,-29.236,-23.499
0.092,0.077,0.792,12.024,-23.254,-19.714
0.098,0.066,0.747,11.292,-17.395,-16.785
0.074,0.086,0.745,9.338,-12.085,-15.747
0.064,0.111,0.792,9.094,-7.141,-15.076
0.090,0.118,0.842,8.972,-3.418,-12.268
0.144,0.078,0.831,5.371,-1.953,-6.897
-0.530,-0.731,1.821,315.613,-70.984,57.251
-0.485,-0.841,1.686,352.600,-90.088,53.833
-0.505,-0.845,1.501,387.024,-110.596,43.396
-0.663,-0.784,1.311,428.528,-120.605,32.410
-0.865,-0.654,1.097,487.061,-113.403,23.071
-1.029,-0.477,0.841,567.932,-89.661,14.709
-1.099,-0.340,0.504,667.297,-50.415,11.353
-1.144,-0.291,0.143,774.841,2.686,20.508
-1.266,-0.429,-0.095,871.643,64.453,43.152
-1.442,-0.683,-0.217,930.115,135.681,73.120
-1.527,-0.892,-0.228,937.683,212.219,105.957
-1.466,-1.003,-0.135,899.597,277.710,137.451
-1.313,-0.952,-0.018,838.623,313.232,162.964
-1.103,-0.772,0.014,778.503,309.448,180.664
-0.953,-0.558,0.069,729.980,275.696,197.937
-0.870,-0.429,0.114,678.528,227.478,223.877
-0.784,-0.356,0.154,622.864,171.692,256.042
-0.663,-0.286,0.110,569.946,115.479,282.654
-0.485,-0.222,0.032,529.358,61.035,295.105
-0.361,-0.176,-0.036,496.460,15.320,296.936
-0.262,-0.080,-0.076,461.426,-15.198,289.734
-0.109,0.073,-0.111,423.584,-31.616,268.066
0.096,0.187,-0.163,394.592,-37.292,230.835
0.352,0.341,-0.272,378.906,-38.513,179.993
0.602,0.631,-0.235,355.591,-42.908,135.193
0.859,0.893,-0.279,301.697,-38.940,107.178
1.162,1.291,-0.453,250.244,-18.799,86.365
1.481,1.710,-0.580,223.694,9.033,72.815
1.883,2.020,-0.684,219.482,48.950,63.660
2.427,2.049,-0.828,245.667,88.135,50.720
2.882,1.802,-0.914,295.837,87.952,43.030
2.955,1.389,-1.016,328.369,36.804,65.918
2.626,0.717,-1.319,281.250,-28.931,127.441
2.008,-0.113,-1.572,152.527,-74.646,191.772
1.483,-0.647,-1.620,16.785,-87.097,206.238
1.129,-0.834,-1.497,-63.477,-67.444,162.781
0.972,-0.729,-1.226,-86.487,-30.457,86.609
0.945,-0.509,-0.996,-91.431,10.986,2.502
0.999,-0.175,-0.861,-106.995,46.326,-67.993
1.105,0.198,-0.793,-137.756,59.387,-114.197
1.161,0.531,-0.831,-183.044,48.218,-136.780
1.181,0.761,-0.937,-230.591,20.691,-140.686
1.116,0.845,-0.991,-272.278,-11.414,-127.991
1.020,0.853,-1.004,-305.054,-37.598,-110.474
0.953,0.828,-1.019,-319.397,-54.810,-96.191
0.843,0.731,-0.989,-313.782,-67.322,-83.435
0.751,0.561,-0.884,-297.180,-77.393,-74.951
0.754,0.367,-0.768,-281.921,-83.313,-72.449
0.833,0.176,-0.704,-277.527,-87.341,-72.021
0.838,-0.023,-0.705,-288.208,-94.666,-71.777
0.762,-0.182,-0.771,-307.678,-105.347,-75.073
0.658,-0.238,-0.812,-326.416,-114.319,-82.947
0.606,-0.242,-0.773,-340.393,-116.699,-94.666
0.589,-0.264,-0.662,-349.976,-111.572,-108.398
0.658,-0.275,-0.589,-353.455,-100.769,-121.948
0.739,-0.343,-0.544,-349.487,-90.759,-129.883
0.789,-0.451,-0.481,-345.947,-90.149,-133.057
